Jugador_Base;Ranking;Jugador_Comparable;Similitud_Coseno
Matt McLain;1;Ron Kittle;1,0
Matt McLain;2;Dick Rudolph;0,9905
Matt McLain;3;Alex Diaz;0,9705
Matt McLain;4;Lou Chiozza;0,9646
Matt McLain;5;Christy Mathewson;0,9535
Felix McLaurin;1;Dave Malarcher;0,987
Felix McLaurin;2;Luis Castillo;0,986
Felix McLaurin;3;Quilvio Veras;0,985
Felix McLaurin;4;Kevin Stocker;0,9849
Felix McLaurin;5;Max Flack;0,9825
Larry McLean;1;Brian Doyle;0,9799
Larry McLean;2;Alejandro De Aza;0,9371
Larry McLean;3;Alonzo Mitchell;0,93
Larry McLean;4;Erik Kratz;0,9295
Larry McLean;5;Garry Maddox;0,9264
Mark McLemore;1;Boss Schmidt;0,9691
Mark McLemore;2;George Whitted;0,9673
Mark McLemore;3;Nip Winters;0,9535
Mark McLemore;4;Spencer Torkelson;0,9526
Mark McLemore;5;Sam Mertes;0,9357
Nate McLouth;1;Conor Gillaspie;0,9796
Nate McLouth;2;Randall Simon;0,9714
Nate McLouth;3;Sean Casey;0,9708
Nate McLouth;4;Tommy Thevenow;0,9556
Nate McLouth;5;Willy Aybar;0,9546
Ryan McMahon;1;Warren Newson;0,9675
Ryan McMahon;2;Gene Clines;0,9656
Ryan McMahon;3;Cliff Floyd;0,9419
Ryan McMahon;4;Ezequiel Carrera;0,9255
Ryan McMahon;5;Sandy Leon;0,923
Billy McMillon;1;Bryan De La Cruz;1,0
Billy McMillon;2;Mario Mendoza;0,969
Billy McMillon;3;Lefty Tyler;0,9569
Billy McMillon;4;Larry Harlow;0,9528
Billy McMillon;5;Jace Jung;0,9412
Norm McMillan;1;Joey Ortiz;0,987
Norm McMillan;2;Mike Benjamin;0,986
Norm McMillan;3;Elmer Sutcliffe;0,986
Norm McMillan;4;Danny Espinosa;0,985
Norm McMillan;5;Harvey Kuenn;0,9846
Fred McMullin;1;Chone Figgins;0,8924
Fred McMullin;2;Willie Davis;0,878
Fred McMullin;3;Chester Williams;0,8745
Fred McMullin;4;Starling Marte;0,8646
Fred McMullin;5;Jody Reed;0,8587
Ken McMullen;1;Reggie Cleveland;1,0
Ken McMullen;2;Ellis Clary;1,0
Ken McMullen;3;Zack Collins;1,0
Ken McMullen;4;Randy Tomlin;1,0
Ken McMullen;5;Jim McGlothlin;1,0
Eric McNair;1;Shaun Marcum;1,0
Eric McNair;2;Danny Santana;1,0
Eric McNair;3;Homer Bailey;1,0
Eric McNair;4;Bob Moose;1,0
Eric McNair;5;Whitey Moore;1,0
Hurley McNair;1;Skeeter Webb;0,9933
Hurley McNair;2;Mookie Wilson;0,9898
Hurley McNair;3;Jake Daubert;0,9884
Hurley McNair;4;Cool Turner;0,9818
Hurley McNair;5;Harry Raymond;0,9797
Dave McNally;1;Shane Robinson;0,9747
Dave McNally;2;Kyle Farmer;0,9743
Dave McNally;3;Chris Heisey;0,9732
Dave McNally;4;Jake Arrieta;0,9488
Dave McNally;5;Steve Carlton;0,9472
Mike McNally;1;Roy Welmaker;0,9802
Mike McNally;2;Maicer Izturis;0,9793
Mike McNally;3;Adam Frazier;0,9792
Mike McNally;4;Willie Foster;0,9787
Mike McNally;5;Whit Wyatt;0,9785
Earl McNeely;1;Jim Zapp;0,9841
Earl McNeely;2;Damian Miller;0,9721
Earl McNeely;3;Chet Laabs;0,9703
Earl McNeely;4;Don Gutteridge;0,9699
Earl McNeely;5;Felix McLaurin;0,9692
Jeff McNeil;1;Hanser Alberto;0,9756
Jeff McNeil;2;Joe Lewis;0,961
Jeff McNeil;3;George Davis;0,953
Jeff McNeil;4;Junior Felix;0,9305
Jeff McNeil;5;Zack Taylor;0,9254
Dallas McPherson;1;Bob Smith;1,0
Dallas McPherson;2;Al Zarilla;0,9944
Dallas McPherson;3;Albert Davis;0,9944
Dallas McPherson;4;Joe Start;0,9944
Dallas McPherson;5;Pat Murphy;0,9944
George McQuinn;1;Jeff Bagwell;0,9956
George McQuinn;2;Eddie Mathews;0,9919
George McQuinn;3;Hank Thompson;0,988
George McQuinn;4;Don Slaught;0,9845
George McQuinn;5;Sammy Sosa;0,9817
Hugh McQuillan;1;Francisco Liriano;0,9929
Hugh McQuillan;2;Paul Byrd;0,9916
Hugh McQuillan;3;Al Newman;0,991
Hugh McQuillan;4;Corey Kluber;0,9901
Hugh McQuillan;5;Mike Montgomery;0,9901
Hal McRae;1;Tillie Walker;0,9504
Hal McRae;2;Terry Puhl;0,9477
Hal McRae;3;Eddie Robinson;0,9455
Hal McRae;4;Otis Nixon;0,9453
Hal McRae;5;Bobby Brown;0,939
Kevin McReynolds;1;Corey Seager;0,9964
Kevin McReynolds;2;Edgar Martinez;0,9959
Kevin McReynolds;3;Carlos Beltran;0,9959
Kevin McReynolds;4;Juan Soto;0,9959
Kevin McReynolds;5;Daniel Murphy;0,9958
Curtis Mead;1;Nish Williams;0,9726
Curtis Mead;2;Roger Cedeno;0,9611
Curtis Mead;3;Jesus Alou;0,9607
Curtis Mead;4;Vern Law;0,9569
Curtis Mead;5;Mark Loretta;0,9461
Austin Meadows;1;Brandon Lowe;0,9767
Austin Meadows;2;Rickie Weeks;0,9677
Austin Meadows;3;Ray Fosse;0,9541
Austin Meadows;4;Matt Nokes;0,9535
Austin Meadows;5;Austin Wells;0,953
Lee Meadows;1;Brian Banks;1,0
Lee Meadows;2;Pat Tabler;1,0
Lee Meadows;3;Mike Easler;0,9995
Lee Meadows;4;Dave May;0,9995
Lee Meadows;5;Will Benson;0,9995
Parker Meadows;1;Mark Kotsay;0,9219
Parker Meadows;2;Nick Markakis;0,9049
Parker Meadows;3;King Kelly;0,8963
Parker Meadows;4;Cristian Guzman;0,8933
Parker Meadows;5;Josh Reddick;0,8863
George Meakim;1;Emery Adams;1,0
George Meakim;2;Rob Butler;1,0
George Meakim;3;Mark Clark;1,0
George Meakim;4;Ed Taubensee;1,0
George Meakim;5;Johnny Morrison;1,0
Kris Medlen;1;John Smiley;1,0
Kris Medlen;2;Kelly Downs;1,0
Kris Medlen;3;Scott Sanderson;1,0
Kris Medlen;4;Ramon Ortiz;1,0
Kris Medlen;5;Charlie Leibrandt;1,0
Joe Medwick;1;Marquis Grissom;0,9927
Joe Medwick;2;Ray Knight;0,9878
Joe Medwick;3;Buck O'Neil;0,9877
Joe Medwick;4;Roberto Clemente;0,9863
Joe Medwick;5;Bob Boone;0,9862
Francisco Mejia;1;Billy Ashley;0,9996
Francisco Mejia;2;Rick Wilkins;0,9996
Francisco Mejia;3;Von Joshua;0,9996
Francisco Mejia;4;Jim Bibby;0,9996
Francisco Mejia;5;Charlie Manuel;0,9985
Miguel Mejia;1;Spencer Adams;1,0
Miguel Mejia;2;Emil Yde;1,0
Miguel Mejia;3;Jerry Zimmerman;1,0
Miguel Mejia;4;Brian Anderson;1,0
Miguel Mejia;5;Charlie Morton;1,0
MJ Melendez;1;Adam Engel;0,949
MJ Melendez;2;Mickey Lolich;0,9288
MJ Melendez;3;Tom Haller;0,9095
MJ Melendez;4;Ramon Laureano;0,909
MJ Melendez;5;Ed Bailey;0,9001
Adam Melhuse;1;Todd Hollandsworth;0,9928
Adam Melhuse;2;Mickey Welch;0,9866
Adam Melhuse;3;Eggie Hensley;0,9861
Adam Melhuse;4;Harry McCormick;0,9848
Adam Melhuse;5;Stan Javier;0,9832
Cliff Melton;1;Mike Krukow;1,0
Cliff Melton;2;Luke Scott;1,0
Cliff Melton;3;Chris Donnels;1,0
Cliff Melton;4;Milt Byrnes;1,0
Cliff Melton;5;Peter Munro;1,0
Bob Melvin;1;Gene Benson;1,0
Bob Melvin;2;Lou Louden;0,9855
Bob Melvin;3;Alex Diaz;0,9344
Bob Melvin;4;Ron Kittle;0,9313
Bob Melvin;5;Matt McLain;0,9313
José Méndez;1;Rick Bosetti;0,9988
José Méndez;2;Todd Greene;0,9969
José Méndez;3;Hank Borowy;0,995
José Méndez;4;Tom Goodwin;0,993
José Méndez;5;Chris Coste;0,9929
Mario Mendoza;1;Bryan De La Cruz;0,969
Mario Mendoza;2;Billy McMillon;0,969
Mario Mendoza;3;Red Downs;0,966
Mario Mendoza;4;Heliodoro Díaz;0,9609
Mario Mendoza;5;Mike Sharperson;0,9573
Ramiro Mendoza;1;Brandon Workman;1,0
Ramiro Mendoza;2;Ricky Horton;1,0
Ramiro Mendoza;3;Brad Peacock;1,0
Ramiro Mendoza;4;Jeurys Familia;1,0
Ramiro Mendoza;5;Nathan Eovaldi;1,0
Frank Menechino;1;Jonas Gaines;0,9975
Frank Menechino;2;Carl Mays;0,9951
Frank Menechino;3;Owen Miller;0,9945
Frank Menechino;4;Mordecai Brown;0,9944
Frank Menechino;5;Roy Oswalt;0,9943
Denis Menke;1;Wayne Garrett;0,9808
Denis Menke;2;Travis Hafner;0,9773
Denis Menke;3;Dillon Dingler;0,9747
Denis Menke;4;Trent Grisham;0,9732
Denis Menke;5;Joe Collins;0,961
Oscar Mercado;1;Reggie Cleveland;1,0
Oscar Mercado;2;Ellis Clary;1,0
Oscar Mercado;3;Zack Collins;1,0
Oscar Mercado;4;Randy Tomlin;1,0
Oscar Mercado;5;Jim McGlothlin;1,0
Jordy Mercer;1;Carl Mays;0,9983
Jordy Mercer;2;Jonas Gaines;0,9965
Jordy Mercer;3;Mordecai Brown;0,9956
Jordy Mercer;4;Chris Coghlan;0,994
Jordy Mercer;5;Frank Menechino;0,9926
Orlando Merced;1;Darin Ruf;0,9526
Orlando Merced;2;Jhonkensy Noel;0,9097
Orlando Merced;3;Jerry Martin;0,9063
Orlando Merced;4;Lew Burdette;0,9038
Orlando Merced;5;Ramon Laureano;0,8931
Fred Merkle;1;Wade Boggs;0,9921
Fred Merkle;2;Pee Wee Reese;0,9919
Fred Merkle;3;Carl Furillo;0,9898
Fred Merkle;4;Joe Tinker;0,989
Fred Merkle;5;Tom Herr;0,9857
Lou Merloni;1;Pete LaCock;0,9821
Lou Merloni;2;Pat Bourque;0,9754
Lou Merloni;3;Greg Walker;0,9609
Lou Merloni;4;Thurman Tucker;0,9609
Lou Merloni;5;Bob Romby;0,9609
Jackson Merrill;1;Kirk Gibson;0,9971
Jackson Merrill;2;Ruben Sierra;0,989
Jackson Merrill;3;George Foster;0,9814
Jackson Merrill;4;Larry Herndon;0,9777
Jackson Merrill;5;Didi Gregorius;0,9744
Jim Merritt;1;Reggie Cleveland;1,0
Jim Merritt;2;Ellis Clary;1,0
Jim Merritt;3;Zack Collins;1,0
Jim Merritt;4;Randy Tomlin;1,0
Jim Merritt;5;Jim McGlothlin;1,0
Whit Merrifield;1;Casey McGehee;0,9961
Whit Merrifield;2;Nolan Ryan;0,9937
Whit Merrifield;3;General Crowder;0,9918
Whit Merrifield;4;Steven Souza;0,9911
Whit Merrifield;5;John Cangelosi;0,989
Sam Mertes;1;Bryson Stott;0,9843
Sam Mertes;2;Jose Valentin;0,9818
Sam Mertes;3;Spencer Torkelson;0,978
Sam Mertes;4;Alejandro Oms;0,9759
Sam Mertes;5;Ed Konetchy;0,9726
Lennie Merullo;1;Charlie Silvera;1,0
Lennie Merullo;2;Nick Fortes;1,0
Lennie Merullo;3;Urban Shocker;1,0
Lennie Merullo;4;Wade Miller;1,0
Lennie Merullo;5;Henry Wright;1,0
Devin Mesoraco;1;Reggie Cleveland;1,0
Devin Mesoraco;2;Ellis Clary;1,0
Devin Mesoraco;3;Zack Collins;1,0
Devin Mesoraco;4;Randy Tomlin;1,0
Devin Mesoraco;5;Jim McGlothlin;1,0
Andy Messersmith;1;Rich Amaral;0,9993
Andy Messersmith;2;Bozo Jackson;0,9992
Andy Messersmith;3;Reggie Jefferson;0,9992
Andy Messersmith;4;Ian Kennedy;0,9992
Andy Messersmith;5;Neck Stanley;0,9992
Bud Metheny;1;Mel Stottlemyre;1,0
Bud Metheny;2;Lloyd Davenport;1,0
Bud Metheny;3;Kelvin Moore;1,0
Bud Metheny;4;Rufus Lewis;1,0
Bud Metheny;5;Harold Ramirez;0,9988
George Metkovich;1;Bill Glynn;1,0
George Metkovich;2;Brickyard Kennedy;1,0
George Metkovich;3;George Fisher;1,0
George Metkovich;4;Hub Walker;1,0
George Metkovich;5;Tim Flannery;0,9998
Bob Meusel;1;George LaChance;0,9899
Bob Meusel;2;Marty Marion;0,9896
Bob Meusel;3;Lemuel Hawkins;0,9877
Bob Meusel;4;Jim Bottomley;0,987
Bob Meusel;5;Dan Gladden;0,9867
Irish Meusel;1;Moises Alou;0,9965
Irish Meusel;2;Kiki Cuyler;0,994
Irish Meusel;3;Pythias Russ;0,9926
Irish Meusel;4;Troy Tulowitzki;0,9874
Irish Meusel;5;Gary Carter;0,9874
Jack Meyers;1;Dave Cash;0,9777
Jack Meyers;2;Jack Barry;0,9767
Jack Meyers;3;Johnny Evers;0,9734
Jack Meyers;4;Buck Herzog;0,9707
Jack Meyers;5;Jimmy Wilkes;0,97
Jake Meyers;1;John Denny;0,9893
Jake Meyers;2;Robert Gaston;0,9878
Jake Meyers;3;Bob Turley;0,9875
Jake Meyers;4;Ed Summers;0,9875
Jake Meyers;5;Junior Ortiz;0,9875
Russ Meyer;1;Reggie Cleveland;1,0
Russ Meyer;2;Ellis Clary;1,0
Russ Meyer;3;Zack Collins;1,0
Russ Meyer;4;Randy Tomlin;1,0
Russ Meyer;5;Jim McGlothlin;1,0
Jason Michaels;1;Jasson Domínguez;0,9999
Jason Michaels;2;Mike Stanton;0,9994
Jason Michaels;3;Steve Torrealba;0,9992
Jason Michaels;4;Weldon Wyckoff;0,9992
Jason Michaels;5;Chris Woodward;0,9992
Will Middlebrooks;1;Benny Bengough;0,9903
Will Middlebrooks;2;Hubert Lockhart;0,9841
Will Middlebrooks;3;Dave Kingman;0,9756
Will Middlebrooks;4;Tomas Nido;0,9722
Will Middlebrooks;5;Dave Philley;0,9722
Doug Mientkiewicz;1;Josh Bell;0,9628
Doug Mientkiewicz;2;Chuck Klein;0,96
Doug Mientkiewicz;3;Dave McKay;0,957
Doug Mientkiewicz;4;Babe Dahlgren;0,9538
Doug Mientkiewicz;5;Frank Howard;0,9527
Matt Mieske;1;Dan Uggla;1,0
Matt Mieske;2;Virgil Trucks;1,0
Matt Mieske;3;Kermit Dial;1,0
Matt Mieske;4;Lee Tinsley;0,9959
Matt Mieske;5;Jim McAnany;0,9959
Miles Mikolas;1;Donnie Sadler;1,0
Miles Mikolas;2;Rick Auerbach;0,9999
Miles Mikolas;3;Ken Phelps;0,9996
Miles Mikolas;4;Pat Valaika;0,9996
Miles Mikolas;5;Kirt Manwaring;0,9991
Eddie Miksis;1;Jake Lamb;0,9949
Eddie Miksis;2;Taylor Walls;0,9921
Eddie Miksis;3;Marlon Anderson;0,9886
Eddie Miksis;4;Roy Partlow;0,9884
Eddie Miksis;5;Hector Cruz;0,9873
Larry Milbourne;1;Eddie Collins;0,9909
Larry Milbourne;2;Omar Moreno;0,9906
Larry Milbourne;3;Stan Hack;0,9853
Larry Milbourne;4;Ed Rile;0,9837
Larry Milbourne;5;Max Carey;0,983
Aaron Miles;1;Hilton Smith;0,99
Aaron Miles;2;Sal Butera;0,9899
Aaron Miles;3;Lynn Jones;0,9896
Aaron Miles;4;Mike Lum;0,9883
Aaron Miles;5;Marius Russo;0,9874
Jimmy Miles;1;Reggie Cleveland;1,0
Jimmy Miles;2;Ellis Clary;1,0
Jimmy Miles;3;Zack Collins;1,0
Jimmy Miles;4;Randy Tomlin;1,0
Jimmy Miles;5;Jim McGlothlin;1,0
Wade Miley;1;Cliff Lee;0,9992
Wade Miley;2;Joe Hatten;0,9979
Wade Miley;3;Buck Miller;0,9964
Wade Miley;4;Josh Willingham;0,9961
Wade Miley;5;Andrew Susac;0,9961
Johnny Miljus;1;Charlie Silvera;1,0
Johnny Miljus;2;Nick Fortes;1,0
Johnny Miljus;3;Urban Shocker;1,0
Johnny Miljus;4;Wade Miller;1,0
Johnny Miljus;5;Henry Wright;1,0
Felix Millan;1;George Whiteman;0,9989
Felix Millan;2;Dan Wilson;0,9989
Felix Millan;3;Mike Donlin;0,997
Felix Millan;4;Damaso Garcia;0,9914
Felix Millan;5;Ivy Olson;0,9883
Kevin Millar;1;Mookie Betts;0,9954
Kevin Millar;2;Jose Ramirez;0,9949
Kevin Millar;3;Davey Johnson;0,991
Kevin Millar;4;Anthony Volpe;0,9891
Kevin Millar;5;David Bell;0,9857
Bing Miller;1;Jimmy Ryan;0,9896
Bing Miller;2;Charles Schmidt;0,984
Bing Miller;3;Billy Gilbert;0,984
Bing Miller;4;Frank Isbell;0,9834
Bing Miller;5;Sanford Jackson;0,9814
Bob Miller;1;Eduardo Rodriguez;1,0
Bob Miller;2;Rick Helling;1,0
Bob Miller;3;Scott Erickson;1,0
Bob Miller;4;Brian Wilson;1,0
Bob Miller;5;Trevor Bauer;1,0
Bob Miller;1;Joe Garagiola;0,9891
Bob Miller;2;Paul Waner;0,9842
Bob Miller;3;Frank Isbell;0,9788
Bob Miller;4;Hobe Ferris;0,9772
Bob Miller;5;Bing Miller;0,9757
Brad Miller;1;Reggie Cleveland;1,0
Brad Miller;2;Ellis Clary;1,0
Brad Miller;3;Zack Collins;1,0
Brad Miller;4;Randy Tomlin;1,0
Brad Miller;5;Jim McGlothlin;1,0
Buck Miller;1;Billy Loes;0,9983
Buck Miller;2;Dave Hansen;0,9983
Buck Miller;3;Cecil Espy;0,9983
Buck Miller;4;Freddie Fitzsimmons;0,9981
Buck Miller;5;John Shackelford;0,9973
Damian Miller;1;Earl McNeely;0,9721
Damian Miller;2;Don Gutteridge;0,9694
Damian Miller;3;Heinie Groh;0,9525
Damian Miller;4;Jim Zapp;0,9434
Damian Miller;5;Vic Harris;0,9431
Dots Miller;1;Orlando Cabrera;0,9977
Dots Miller;2;Lou Criger;0,9953
Dots Miller;3;Steve Yerkes;0,9952
Dots Miller;4;Jimmy Slagle;0,9914
Dots Miller;5;Nathan Lukes;0,9879
Elmer Miller;1;Dave Bancroft;0,9954
Elmer Miller;2;Martín Dihigo;0,992
Elmer Miller;3;Chano García;0,9889
Elmer Miller;4;Bill Gleason;0,9848
Elmer Miller;5;Ossie Bluege;0,9835
Hack Miller;1;Reggie Cleveland;1,0
Hack Miller;2;Ellis Clary;1,0
Hack Miller;3;Zack Collins;1,0
Hack Miller;4;Randy Tomlin;1,0
Hack Miller;5;Jim McGlothlin;1,0
Otto Miller;1;Johan Rojas;0,9869
Otto Miller;2;Dick Tracewski;0,9796
Otto Miller;3;Adley Rutschman;0,9771
Otto Miller;4;Johnny Hopp;0,9758
Otto Miller;5;Luis Rivas;0,9755
Owen Miller;1;Donell Nixon;0,9992
Owen Miller;2;Jeff Salazar;0,9991
Owen Miller;3;Jim Spencer;0,9972
Owen Miller;4;Jimmie Newberry;0,9948
Owen Miller;5;Frank Menechino;0,9945
Percy Miller;1;Joey Jay;1,0
Percy Miller;2;Bill James;1,0
Percy Miller;3;Bug Holliday;1,0
Percy Miller;4;Jack Kramer;1,0
Percy Miller;5;Hal Rhyne;1,0
Ralph Miller;1;Jarrod Saltalamacchia;0,9862
Ralph Miller;2;Harry Lyons;0,9342
Ralph Miller;3;Parnell Woods;0,9207
Ralph Miller;4;Old Hoss Radbourn;0,8996
Ralph Miller;5;Joe Lewis;0,8992
Rick Miller;1;Jim McCormick;0,9794
Rick Miller;2;Tuck Stainback;0,9699
Rick Miller;3;Barbaro Garbey;0,9656
Rick Miller;4;Dick Stuart;0,9655
Rick Miller;5;Mike Kingery;0,9641
Shelby Miller;1;Andy Fox;1,0
Shelby Miller;2;Storm Davis;1,0
Shelby Miller;3;Colby Lewis;1,0
Shelby Miller;4;Jack Morris;1,0
Shelby Miller;5;Jaret Wright;1,0
Wade Miller;1;Charlie Silvera;1,0
Wade Miller;2;Nick Fortes;1,0
Wade Miller;3;Urban Shocker;1,0
Wade Miller;4;Henry Wright;1,0
Wade Miller;5;Kyle Freeland;1,0
John Milligan;1;Anastasio Santaella;0,9911
John Milligan;2;Willie Bobo;0,9889
John Milligan;3;George Giles;0,9888
John Milligan;4;Marty Barrett;0,9877
John Milligan;5;Jim Delahanty;0,9833
Kevin Millwood;1;Jon Lester;0,9994
Kevin Millwood;2;Catfish Hunter;0,9992
Kevin Millwood;3;Don Sutton;0,9991
Kevin Millwood;4;Roy Oswalt;0,9991
Kevin Millwood;5;Oliver Perez;0,9985
Eddie Milner;1;Art Pennington;1,0
Eddie Milner;2;Don Blasingame;1,0
Eddie Milner;3;Colton Cowser;1,0
Eddie Milner;4;Jedd Gyorko;1,0
Eddie Milner;5;Bill Cooper;1,0
John Milner;1;Darrell Evans;0,9843
John Milner;2;Jimmie Crutchfield;0,9822
John Milner;3;Alex Cole;0,9815
John Milner;4;Aaron Robinson;0,9811
John Milner;5;Jo-Jo White;0,9685
Henry Milton;1;Gavvy Cravath;0,9894
Henry Milton;2;Dick Seay;0,9833
Henry Milton;3;Red Hayworth;0,983
Henry Milton;4;Ed Williamson;0,9689
Henry Milton;5;Adonis Terry;0,9656
Don Mincher;1;Shane Spencer;0,9629
Don Mincher;2;Rod Barajas;0,9359
Don Mincher;3;Daniel Descalso;0,9297
Don Mincher;4;Jim Dwyer;0,9294
Don Mincher;5;Kevin Cash;0,9244
Mike Minor;1;Reggie Cleveland;1,0
Mike Minor;2;Ellis Clary;1,0
Mike Minor;3;Zack Collins;1,0
Mike Minor;4;Randy Tomlin;1,0
Mike Minor;5;Jim McGlothlin;1,0
Minnie Miñoso;1;Steve Buechele;0,9984
Minnie Miñoso;2;Kevin Bass;0,9963
Minnie Miñoso;3;Cupid Childs;0,9932
Minnie Miñoso;4;Nellie Fox;0,9873
Minnie Miñoso;5;Max Flack;0,9778
A. J. Minter;1;Ron Reed;1,0
A. J. Minter;2;Randy Choate;1,0
A. J. Minter;3;Josh Hader;1,0
A. J. Minter;4;J. A. Happ;1,0
A. J. Minter;5;Jimmy Key;1,0
Doug Mirabelli;1;Matt Tolbert;0,997
Doug Mirabelli;2;Lefty Williams;0,997
Doug Mirabelli;3;Randy Wolf;0,9942
Doug Mirabelli;4;Jeff Weaver;0,9942
Doug Mirabelli;5;Sean Burroughs;0,9942
Alonzo Mitchell;1;Andrew Toles;0,9655
Alonzo Mitchell;2;Francisco Correa;0,9591
Alonzo Mitchell;3;Tim Anderson;0,951
Alonzo Mitchell;4;Bob Thurman;0,9495
Alonzo Mitchell;5;Dave Collins;0,9371
Clarence Mitchell;1;Claude Osteen;1,0
Clarence Mitchell;2;Mitch Webster;1,0
Clarence Mitchell;3;Floyd Kranson;1,0
Clarence Mitchell;4;Kevin Brown;0,9996
Clarence Mitchell;5;Bobby Shantz;0,9995
Dale Mitchell;1;Gene Baker;0,8166
Dale Mitchell;2;Jhonkensy Noel;0,8116
Dale Mitchell;3;Mark Reynolds;0,8009
Dale Mitchell;4;Nathaniel Lowe;0,7995
Dale Mitchell;5;Greg Brock;0,7958
Garrett Mitchell;1;Jim Leyritz;0,9843
Garrett Mitchell;2;Chuck Carr;0,9689
Garrett Mitchell;3;Corey Dickerson;0,9566
Garrett Mitchell;4;Rowdy Tellez;0,9545
Garrett Mitchell;5;Kelly Shoppach;0,9536
George Mitchell;1;Ted Shaw;1,0
George Mitchell;2;Mule Shirley;1,0
George Mitchell;3;Willard Hershberger;1,0
George Mitchell;4;Jorge Sosa;1,0
George Mitchell;5;Wallace Johnson;1,0
Kevin Mitchell;1;Al Kaline;0,9885
Kevin Mitchell;2;Marcell Ozuna;0,9884
Kevin Mitchell;3;Carl Crawford;0,9871
Kevin Mitchell;4;Steve Garvey;0,9871
Kevin Mitchell;5;Jay Payton;0,9865
Keith Mitchell;1;Harry Smith;1,0
Keith Mitchell;2;Roy Face;1,0
Keith Mitchell;3;Danny Sheaffer;1,0
Keith Mitchell;4;Henry McHenry;1,0
Keith Mitchell;5;John McHale;1,0
George Mitterwald;1;Ernie Lombardi;0,9485
George Mitterwald;2;Nomar Mazara;0,9452
George Mitterwald;3;Del Unser;0,9089
George Mitterwald;4;Kody Clemens;0,9072
George Mitterwald;5;Spec Shea;0,9072
Johnny Mize;1;Chris Snyder;0,985
Johnny Mize;2;Pat Kelly;0,9767
Johnny Mize;3;Dusty Rhodes;0,9754
Johnny Mize;4;Marty Castillo;0,9743
Johnny Mize;5;Jim Leyritz;0,974
Dave Mlicki;1;Reggie Cleveland;1,0
Dave Mlicki;2;Ellis Clary;1,0
Dave Mlicki;3;Zack Collins;1,0
Dave Mlicki;4;Randy Tomlin;1,0
Dave Mlicki;5;Jim McGlothlin;1,0
Chad Moeller;1;Robert Poindexter;1,0
Chad Moeller;2;Chick Fullis;1,0
Chad Moeller;3;Frank Secory;1,0
Chad Moeller;4;Nick Sogard;0,9947
Chad Moeller;5;Ramon Urias;0,9869
George Mogridge;1;Bill Sherdel;1,0
George Mogridge;2;Shogo Akiyama;1,0
George Mogridge;3;Ray Collins;1,0
George Mogridge;4;Johnny Taylor;1,0
George Mogridge;5;Jimmy Ring;1,0
Dustan Mohr;1;Robert Andino;0,9763
Dustan Mohr;2;Charley Hall;0,9754
Dustan Mohr;3;Tony Peña;0,9703
Dustan Mohr;4;Tom Paciorek;0,9593
Dustan Mohr;5;Rip Russell;0,9531
Bengie Molina;1;Scott Brosius;0,9952
Bengie Molina;2;Billy Martin;0,9925
Bengie Molina;3;Fred Schulte;0,9915
Bengie Molina;4;Lourdes Gurriel;0,9899
Bengie Molina;5;Brooks Robinson;0,9885
Jose Molina;1;Kevin Plawecki;0,9961
Jose Molina;2;Neifi Perez;0,9961
Jose Molina;3;Tyler Anderson;0,9957
Jose Molina;4;Lenny Harris;0,9954
Jose Molina;5;Casey McGehee;0,9936
Yadier Molina;1;David Eckstein;0,9935
Yadier Molina;2;Willie Jones;0,9929
Yadier Molina;3;Billy Rogell;0,9919
Yadier Molina;4;Hunter Pence;0,9906
Yadier Molina;5;Ambrose Reid;0,9884
Paul Molitor;1;Amos Otis;0,9933
Paul Molitor;2;Kirby Puckett;0,9927
Paul Molitor;3;Victor Martinez;0,9926
Paul Molitor;4;Dusty Baker;0,9915
Paul Molitor;5;Joe DiMaggio;0,9914
Andruw Monasterio;1;Jordan Lawlar;1,0
Andruw Monasterio;2;Chris Denorfia;0,9974
Andruw Monasterio;3;Felix Pie;0,997
Andruw Monasterio;4;Charlie Manuel;0,997
Andruw Monasterio;5;Shawn Estes;0,997
Yoan Moncada;1;Kelly Stinnett;0,9811
Yoan Moncada;2;Garth Iorg;0,9789
Yoan Moncada;3;Ed Burns;0,9787
Yoan Moncada;4;Avelino Cañizares;0,977
Yoan Moncada;5;Junior Spivey;0,9725
Rick Monday;1;Scott Stratton;0,9774
Rick Monday;2;Bobby Bonds;0,9727
Rick Monday;3;Bruce Benedict;0,9669
Rick Monday;4;Victor Robles;0,9592
Rick Monday;5;Max Kepler;0,9567
Raul Mondesi;1;Mickey Morandini;0,9816
Raul Mondesi;2;Joe Atkins;0,9433
Raul Mondesi;3;Vic Harris;0,8951
Raul Mondesi;4;Jimmy Ford;0,8885
Raul Mondesi;5;Rafael Ramirez;0,8885
Adalberto Mondesi;1;Reggie Cleveland;1,0
Adalberto Mondesi;2;Ellis Clary;1,0
Adalberto Mondesi;3;Zack Collins;1,0
Adalberto Mondesi;4;Randy Tomlin;1,0
Adalberto Mondesi;5;Jim McGlothlin;1,0
Don Money;1;Matt Shaw;0,9725
Don Money;2;Ruppert Jones;0,9702
Don Money;3;Frank Quilici;0,9646
Don Money;4;Colt Keith;0,9585
Don Money;5;Gus Mancuso;0,9554
Craig Monroe;1;Manuel Margot;0,9985
Craig Monroe;2;Juan Gonzalez;0,9946
Craig Monroe;3;Nelson Cruz;0,9944
Craig Monroe;4;Troy Glaus;0,9943
Craig Monroe;5;Joc Pederson;0,9942
