Jugador_Base;Ranking;Jugador_Comparable;Correlacion_Pearson
Corey Koskie;5;Matt Kemp;0,9956
Corey Patterson;1;Giancarlo Stanton;0,9968
Corey Patterson;2;Kevin Mench;0,9958
Corey Patterson;3;Ryan Sweeney;0,9954
Corey Patterson;4;Daniel Murphy;0,9941
Corey Patterson;5;Desmond Jennings;0,9938
Cory Lidle;1;Kevin Ritz;0,9986
Cory Lidle;2;Joe Saunders;0,9985
Cory Lidle;3;Roy Halladay;0,9985
Cory Lidle;4;Gary Bennett;0,9983
Cory Lidle;5;Kevin Brown;0,9982
Cory Snyder;1;Nori Aoki;0,996
Cory Snyder;2;Will Venable;0,9928
Cory Snyder;3;Jimmy Rollins;0,9917
Cory Snyder;4;Doug Glanville;0,9915
Cory Snyder;5;Gene Larkin;0,9911
Craig Biggio;1;Denard Span;0,9982
Craig Biggio;2;Greg Gagne;0,9978
Craig Biggio;3;Matt Nokes;0,9976
Craig Biggio;4;Phil Bradley;0,9974
Craig Biggio;5;Derek Jeter;0,9969
Craig Counsell;1;Andres Torres;0,988
Craig Counsell;2;Ike Davis;0,9818
Craig Counsell;3;Donnie Sadler;0,9818
Craig Counsell;4;Russell Martin;0,9809
Craig Counsell;5;Starlin Castro;0,98
Craig Gentry;1;Cliff Pennington;0,9996
Craig Gentry;2;Bret Boone;0,999
Craig Gentry;3;Carlos Delgado;0,9988
Craig Gentry;4;Geno Petralli;0,9988
Craig Gentry;5;Jose Oquendo;0,9973
Craig Grebeck;1;Casey Kotchman;0,9829
Craig Grebeck;2;Raul Chavez;0,9767
Craig Grebeck;3;Jarrod Dyson;0,9678
Craig Grebeck;4;Arthur Rhodes;0,9664
Craig Grebeck;5;Herbert Perry;0,9645
Craig Lefferts;1;Brandon Crawford;0,9833
Craig Lefferts;2;Ben Davis;0,974
Craig Lefferts;3;Steve Scarsone;0,9738
Craig Lefferts;4;Kyle Seager;0,9705
Craig Lefferts;5;Josh Donaldson;0,9476
Craig Monroe;1;Salvador Perez;0,9982
Craig Monroe;2;Ike Davis;0,997
Craig Monroe;3;Chad Tracy;0,9957
Craig Monroe;4;Roger Clemens;0,994
Craig Monroe;5;Josh Reddick;0,9933
Craig Paquette;1;Jonathon Niese;0,9714
Craig Paquette;2;Francisco Liriano;0,9274
Craig Paquette;3;Todd Wellemeyer;0,9267
Craig Paquette;4;Tom Goodwin;0,9171
Craig Paquette;5;Dennis Martinez;0,9127
Craig Reynolds;1;Matt Lawton;0,9917
Craig Reynolds;2;Wade Boggs;0,9869
Craig Reynolds;3;Barry Lyons;0,9803
Craig Reynolds;4;Mike Krukow;0,9789
Craig Reynolds;5;John Shelby;0,9768
Craig Shipley;1;Braden Looper;0,9484
Craig Shipley;2;Anthony Young;0,9379
Craig Shipley;3;Byung-Hyun Kim;0,9378
Craig Shipley;4;Josias Manzanillo;0,9361
Craig Shipley;5;Mark Petkovsek;0,9289
Craig Wilson;1;Mike Macfarlane;0,9915
Craig Wilson;2;Ozzie Guillen;0,9907
Craig Wilson;3;Otis Nixon;0,9872
Craig Wilson;4;Ruben Rivera;0,9867
Craig Wilson;5;Brett Butler;0,9835
Craig Worthington;1;Darrin Jackson;0,9982
Craig Worthington;2;Damian Jackson;0,9976
Craig Worthington;3;Dave Silvestri;0,9973
Craig Worthington;4;Pedro Munoz;0,9971
Craig Worthington;5;Javy Lopez;0,9971
Cristian Guzman;1;Phil Plantier;0,9829
Cristian Guzman;2;Kelly Gruber;0,9688
Cristian Guzman;3;Pedro Alvarez;0,9669
Cristian Guzman;4;Erick Aybar;0,9576
Cristian Guzman;5;Ben Zobrist;0,955
Curt Ford;1;Chris Denorfia;0,9876
Curt Ford;2;Bernie Williams;0,9841
Curt Ford;3;Todd Van Poppel;0,971
Curt Ford;4;Josh Paul;0,9702
Curt Ford;5;Pat Kelly;0,9697
Curt Leskanic;1;Daisuke Matsuzaka;0,9197
Curt Leskanic;2;Josias Manzanillo;0,8421
Curt Leskanic;3;Bob Boone;0,7978
Curt Leskanic;4;Danny Graves;0,7863
Curt Leskanic;5;Anthony Young;0,7761
Curt Schilling;1;J. R. Phillips;0,9866
Curt Schilling;2;Dan Haren;0,9835
Curt Schilling;3;Edwin Jackson;0,9828
Curt Schilling;4;Elmer Dessens;0,9814
Curt Schilling;5;Rod Beck;0,9718
Curt Wilkerson;1;Deion Sanders;0,9851
Curt Wilkerson;2;Aaron Ledesma;0,9565
Curt Wilkerson;3;Robb Quinlan;0,9515
Curt Wilkerson;4;Alejandro De Aza;0,9512
Curt Wilkerson;5;Geronimo Pena;0,9468
Curtis Granderson;1;Yunel Escobar;0,9977
Curtis Granderson;2;Ray Durham;0,9976
Curtis Granderson;3;Paul Goldschmidt;0,9963
Curtis Granderson;4;Prince Fielder;0,9963
Curtis Granderson;5;Justin Upton;0,9962
D'Angelo Jimenez;1;Logan Morrison;0,9988
D'Angelo Jimenez;2;Josh Willingham;0,9962
D'Angelo Jimenez;3;Alexei Ramirez;0,9943
D'Angelo Jimenez;4;Corey Koskie;0,9942
D'Angelo Jimenez;5;Edwin Encarnacion;0,9931
Daisuke Matsuzaka;1;Chris Woodward;0,98
Daisuke Matsuzaka;2;Mike Blowers;0,9744
Daisuke Matsuzaka;3;Lonnie Smith;0,966
Daisuke Matsuzaka;4;Tony Armas;0,9659
Daisuke Matsuzaka;5;Josias Manzanillo;0,9568
Dale Murphy;1;Daniel Descalso;0,99
Dale Murphy;2;Jon Nunnally;0,984
Dale Murphy;3;Lorenzo Cain;0,9818
Dale Murphy;4;Jose Tabata;0,9801
Dale Murphy;5;Chris Johnson;0,9788
Dale Sveum;1;A. J. Ellis;0,9921
Dale Sveum;2;Garrett Jones;0,9901
Dale Sveum;3;Joel Youngblood;0,9864
Dale Sveum;4;Milt Cuyler;0,9849
Dale Sveum;5;Bobby Crosby;0,9826
Damian Jackson;1;Pedro Munoz;0,9986
Damian Jackson;2;Craig Worthington;0,9976
Damian Jackson;3;Kevin Millar;0,9971
Damian Jackson;4;Dave Silvestri;0,997
Damian Jackson;5;Greg Gagne;0,9968
Damian Miller;1;Hank Conger;0,9972
Damian Miller;2;Adrian Gonzalez;0,9912
Damian Miller;3;Darren Bragg;0,9896
Damian Miller;4;Mike LaValliere;0,9871
Damian Miller;5;Jason Giambi;0,9854
Damion Easley;1;Rich Becker;0,9878
Damion Easley;2;Rafael Bournigal;0,9802
Damion Easley;3;Alex Cole;0,9755
Damion Easley;4;Jacob Cruz;0,9716
Damion Easley;5;Chuck Carr;0,9668
Damon Berryhill;1;Dwight Smith;0,9976
Damon Berryhill;2;Jesse Orosco;0,997
Damon Berryhill;3;Adam Lind;0,996
Damon Berryhill;4;Terrence Long;0,9957
Damon Berryhill;5;Carlos Gonzalez;0,9945
Damon Buford;1;Josh Bard;0,9712
Damon Buford;2;Lloyd McClendon;0,9706
Damon Buford;3;Chris Gomez;0,9618
Damon Buford;4;Freddy Galvis;0,9581
Damon Buford;5;Jamey Carroll;0,9537
Dan Gladden;1;Pat Burrell;0,9932
Dan Gladden;2;Michael Cuddyer;0,9913
Dan Gladden;3;Ben Broussard;0,99
Dan Gladden;4;Jeff King;0,9899
Dan Gladden;5;Ryan Freel;0,9894
Dan Haren;1;Edwin Jackson;0,995
Dan Haren;2;J. R. Phillips;0,9934
Dan Haren;3;Rod Beck;0,9926
Dan Haren;4;Vicente Padilla;0,9874
Dan Haren;5;Curt Schilling;0,9835
Dan Miceli;1;Antonio Alfonseca;0,9912
Dan Miceli;2;T. J. Mathews;0,9548
Dan Miceli;3;Jason Johnson;0,9538
Dan Miceli;4;Josias Manzanillo;0,9529
Dan Miceli;5;Aaron Cook;0,9408
Dan Pasqua;1;Dave Martinez;0,9943
Dan Pasqua;2;Jerald Clark;0,9915
Dan Pasqua;3;Jesse Levis;0,9762
Dan Pasqua;4;Dave Berg;0,9727
Dan Pasqua;5;Clay Buchholz;0,9724
Dan Plesac;1;Sandy Martinez;0,9795
Dan Plesac;2;Ronny Cedeno;0,9513
Dan Plesac;3;Lee Mazzilli;0,9352
Dan Plesac;4;Alcides Escobar;0,9163
Dan Plesac;5;Esmil Rogers;0,9144
Dan Uggla;1;Kevin Kouzmanoff;0,9927
Dan Uggla;2;Seth Smith;0,9921
Dan Uggla;3;Matt Kemp;0,9919
Dan Uggla;4;Corey Koskie;0,991
Dan Uggla;5;Adam LaRoche;0,9906
Dan Wilson;1;Lance Johnson;0,9805
Dan Wilson;2;Kyle McClellan;0,9729
Dan Wilson;3;Wendell Magee;0,9651
Dan Wilson;4;Willie Greene;0,9379
Dan Wilson;5;Ramon Santiago;0,9339
Daniel Cabrera;1;Bronson Arroyo;0,9994
Daniel Cabrera;2;Jorge De La Rosa;0,9976
Daniel Cabrera;3;Chad Billingsley;0,9975
Daniel Cabrera;4;Denny Neagle;0,9962
Daniel Cabrera;5;Barry Zito;0,9958
Daniel Descalso;1;Lorenzo Cain;0,9949
Daniel Descalso;2;Dale Murphy;0,99
Daniel Descalso;3;Franklin Gutierrez;0,9897
Daniel Descalso;4;Gordon Beckham;0,9812
Daniel Descalso;5;Elvis Andrus;0,9779
Daniel Murphy;1;Marcus Giles;0,9976
Daniel Murphy;2;Giancarlo Stanton;0,9973
Daniel Murphy;3;Desmond Jennings;0,9973
Daniel Murphy;4;Ryan Sweeney;0,9969
Daniel Murphy;5;Kevin Mench;0,9959
Danny Bautista;1;Adam Rosales;0,9574
Danny Bautista;2;Jonathon Niese;0,9557
Danny Bautista;3;Justin Masterson;0,9482
Danny Bautista;4;Todd Wellemeyer;0,9433
Danny Bautista;5;Luis Matos;0,9118
Danny Cox;1;Mike Hampton;0,9961
Danny Cox;2;Brett Anderson;0,9958
Danny Cox;3;David Cone;0,9956
Danny Cox;4;Todd Ritchie;0,994
Danny Cox;5;Jose Lima;0,9929
Danny Darwin;1;John Wetteland;0,9504
Danny Darwin;2;Gil Meche;0,9491
Danny Darwin;3;Ricky Bottalico;0,9426
Danny Darwin;4;Jordan Zimmermann;0,9348
Danny Darwin;5;Ron Tingley;0,9333
Danny Espinosa;1;Pat Listach;0,9661
Danny Espinosa;2;Cecil Espy;0,963
Danny Espinosa;3;Orlando Palmeiro;0,9619
Danny Espinosa;4;Jacoby Ellsbury;0,9594
Danny Espinosa;5;Matt Diaz;0,9558
Danny Graves;1;Josias Manzanillo;0,9888
Danny Graves;2;Byung-Hyun Kim;0,9717
Danny Graves;3;Tony Armas;0,9658
Danny Graves;4;Antonio Alfonseca;0,939
Danny Graves;5;Chris Woodward;0,932
Danny Heep;1;Luis Sojo;0,9561
Danny Heep;2;Ted Power;0,9241
Danny Heep;3;Cecil Espy;0,9195
Danny Heep;4;Pete Orr;0,8888
Danny Heep;5;Joe Nathan;0,8852
Danny Jackson;1;Orlando Hernandez;0,9764
Danny Jackson;2;David West;0,9723
Danny Jackson;3;John Danks;0,9723
Danny Jackson;4;Jay Powell;0,9534
Danny Jackson;5;Ricky Bottalico;0,9525
Danny Sheaffer;1;Casey Candaele;0,9916
Danny Sheaffer;2;Eric Anthony;0,9874
Danny Sheaffer;3;Tony Graffanino;0,9857
Danny Sheaffer;4;Felix Heredia;0,9836
Danny Sheaffer;5;Scott Eyre;0,9779
Danny Tartabull;1;Victor Martinez;0,997
Danny Tartabull;2;Will Clark;0,9963
Danny Tartabull;3;Gregg Jefferies;0,9954
Danny Tartabull;4;Darryl Hamilton;0,9952
Danny Tartabull;5;Marquis Grissom;0,995
Danny Valencia;1;Dave Veres;0,991
Danny Valencia;2;Jeff Huson;0,9878
Danny Valencia;3;Ron Karkovice;0,9841
Danny Valencia;4;Gerald Williams;0,9828
Danny Valencia;5;Eli Marrero;0,9797
Dante Bichette;1;Carmelo Martinez;0,9969
Dante Bichette;2;Mark Salas;0,9944
Dante Bichette;3;Ryan Klesko;0,994
Dante Bichette;4;Mark Lemke;0,9931
Dante Bichette;5;Mike Young;0,993
Daric Barton;1;Gary Varsho;0,968
Daric Barton;2;Robb Quinlan;0,9668
Daric Barton;3;Von Hayes;0,9636
Daric Barton;4;Denny Walling;0,9576
Daric Barton;5;Eric Hosmer;0,9502
Darin Erstad;1;Terrence Long;0,9978
Darin Erstad;2;Troy O'Leary;0,9978
Darin Erstad;3;Cecil Fielder;0,9977
Darin Erstad;4;Ryan Howard;0,9968
Darin Erstad;5;Ivan Calderon;0,9961
Darnell Coles;1;Pedro Munoz;0,9998
Darnell Coles;2;Craig Worthington;0,997
Darnell Coles;3;Tyler Houston;0,9953
Darnell Coles;4;Denard Span;0,9943
Darnell Coles;5;Dave Silvestri;0,9914
Darrell Evans;1;Ronny Cedeno;0,9879
Darrell Evans;2;Lee Tinsley;0,9795
Darrell Evans;3;Cesar Izturis;0,9764
Darrell Evans;4;Lee Mazzilli;0,9764
Darrell Evans;5;Emilio Bonifacio;0,9716
Darrell May;1;John Burkett;0,9963
Darrell May;2;Kevin Correia;0,996
Darrell May;3;Doug Drabek;0,994
Darrell May;4;John Smoltz;0,9929
Darrell May;5;Darryl Kile;0,9928
Darren Bragg;1;Mike LaValliere;0,9928
Darren Bragg;2;Damian Miller;0,9896
Darren Bragg;3;Hank Conger;0,9895
Darren Bragg;4;Adrian Gonzalez;0,9776
Darren Bragg;5;Jayson Werth;0,9774
Darren Daulton;1;Clay Buchholz;0,9906
Darren Daulton;2;Eric Owens;0,9883
Darren Daulton;3;Guillermo Mota;0,9878
Darren Daulton;4;Jesse Levis;0,9866
Darren Daulton;5;Sandy Alomar;0,9862
Darren Dreifort;1;Paul Byrd;0,9982
Darren Dreifort;2;Russ Ortiz;0,9952
Darren Dreifort;3;Jeff Weaver;0,9938
Darren Dreifort;4;Charlie O'Brien;0,9934
Darren Dreifort;5;Zack Greinke;0,9904
Darren Holmes;1;Greg Swindell;0,9837
Darren Holmes;2;Kevin Ritz;0,9805
Darren Holmes;3;Donne Wall;0,9769
Darren Holmes;4;Brett Anderson;0,9753
Darren Holmes;5;Alfredo Simon;0,9721
Darren Lewis;1;Franklin Morales;0,9745
Darren Lewis;2;John Halama;0,9738
Darren Lewis;3;Juan Cruz;0,9588
Darren Lewis;4;Phil Plantier;0,9405
Darren Lewis;5;Brady Clark;0,9333
Darren Oliver;1;Clay Buchholz;0,9903
Darren Oliver;2;Jesse Levis;0,9722
Darren Oliver;3;Jimmy Anderson;0,9684
Darren Oliver;4;Dave Silvestri;0,9679
Darren Oliver;5;Craig Worthington;0,9643
Darrin Fletcher;1;Joe Saunders;0,9934
Darrin Fletcher;2;Michael Jackson;0,9915
Darrin Fletcher;3;Johan Santana;0,9894
Darrin Fletcher;4;Amaury Telemaco;0,9886
Darrin Fletcher;5;Bob Patterson;0,9874
Darrin Jackson;1;Pedro Munoz;0,9985
Darrin Jackson;2;Craig Worthington;0,9982
Darrin Jackson;3;Tyler Houston;0,995
Darrin Jackson;4;Carlos Zambrano;0,9924
Darrin Jackson;5;Dave Silvestri;0,9916
Darryl Hamilton;1;Will Clark;0,9989
Darryl Hamilton;2;Jeff Conine;0,9977
Darryl Hamilton;3;David Wright;0,9973
Darryl Hamilton;4;Jorge Posada;0,9965
Darryl Hamilton;5;Ellis Burks;0,9961
Darryl Kile;1;Paul Wilson;0,9982
Darryl Kile;2;Matt Clement;0,9947
Darryl Kile;3;Sterling Hitchcock;0,9936
Darryl Kile;4;Bob Tewksbury;0,9929
Darryl Kile;5;Darrell May;0,9928
Darryl Strawberry;1;Mike Young;0,9996
Darryl Strawberry;2;Logan Forsythe;0,9959
Darryl Strawberry;3;Mark Salas;0,9953
Darryl Strawberry;4;Carlos Febles;0,991
Darryl Strawberry;5;Mike Marshall;0,9909
Darwin Barney;1;Joel Youngblood;0,9901
Darwin Barney;2;Craig Gentry;0,984
Darwin Barney;3;James Loney;0,981
Darwin Barney;4;Zack Cozart;0,9799
Darwin Barney;5;Matt Carpenter;0,9791
Daryl Boston;1;Mike Jacobs;0,9908
Daryl Boston;2;Corey Koskie;0,9908
Daryl Boston;3;Seth Smith;0,9898
Daryl Boston;4;Jorge Cantu;0,9894
Daryl Boston;5;Rob Mackowiak;0,9886
Daryle Ward;1;Bill Buckner;0,9772
Daryle Ward;2;Kosuke Fukudome;0,976
Daryle Ward;3;Ozzie Virgil;0,9721
Daryle Ward;4;Leon Durham;0,9683
Daryle Ward;5;Bo Diaz;0,965
Dave Anderson;1;Rick Honeycutt;0,9669
Dave Anderson;2;Neal Heaton;0,9658
Dave Anderson;3;Wally Whitehurst;0,9525
Dave Anderson;4;Doug Brocail;0,8911
Dave Anderson;5;Rafael Belliard;0,8609
Dave Berg;1;Mark Carreon;0,9941
Dave Berg;2;Lenny Dykstra;0,9937
Dave Berg;3;Jerald Clark;0,9926
Dave Berg;4;Jim Presley;0,9902
Dave Berg;5;Jesse Orosco;0,9901
Dave Bergman;1;Butch Huskey;0,98
Dave Bergman;2;Claudio Vargas;0,9774
Dave Bergman;3;Luis Quinones;0,9702
Dave Bergman;4;Jose Contreras;0,9686
Dave Bergman;5;Jeff Robinson;0,967
Dave Burba;1;Jeremy Guthrie;0,975
Dave Burba;2;Doug Fister;0,9744
Dave Burba;3;Rick Ankiel;0,973
Dave Burba;4;Jason Isringhausen;0,9583
Dave Burba;5;Tommy Greene;0,9529
Dave Bush;1;John Smiley;0,9995
Dave Bush;2;Clayton Kershaw;0,998
Dave Bush;3;J. A. Happ;0,9964
Dave Bush;4;Mat Latos;0,996
Dave Bush;5;Matt Garza;0,9947
Dave Clark;1;Wes Chamberlain;0,9971
Dave Clark;2;Wayne Tolleson;0,9958
Dave Clark;3;Jose Macias;0,9894
Dave Clark;4;Jim Rice;0,9842
Dave Clark;5;Thad Bosley;0,9804
Dave Collins;1;Frank DiPino;0,9988
Dave Collins;2;Mickey Hatcher;0,9948
Dave Collins;3;Emil Brown;0,9906
Dave Collins;4;Jim Gantner;0,9887
Dave Collins;5;Felix Hernandez;0,9831
Dave Dravecky;1;Cal Eldred;0,9761
Dave Dravecky;2;Andy McGaffigan;0,9756
Dave Dravecky;3;Jim Dwyer;0,959
Dave Dravecky;4;Josh Beckett;0,9586
Dave Dravecky;5;Steve Kline;0,956
Dave Gallagher;1;Tyler Flowers;0,9954
Dave Gallagher;2;Vance Wilson;0,9931
Dave Gallagher;3;Mike Davis;0,9838
Dave Gallagher;4;Wilton Guerrero;0,973
Dave Gallagher;5;Chris Jones;0,9632
Dave Hansen;1;Scott Sanderson;0,9921
Dave Hansen;2;Scott Hemond;0,9909
Dave Hansen;3;Luis Quinones;0,9901
Dave Hansen;4;Robert Perez;0,9888
Dave Hansen;5;Antonio Osuna;0,9848
Dave Henderson;1;Daisuke Matsuzaka;0,9293
Dave Henderson;2;Johnny Ray;0,8987
Dave Henderson;3;Desi Relaford;0,8967
Dave Henderson;4;Lonnie Smith;0,8949
Dave Henderson;5;Anthony Young;0,8841
Dave Hollins;1;Aaron Ledesma;0,9933
Dave Hollins;2;Sal Fasano;0,9898
Dave Hollins;3;Chris Speier;0,9879
Dave Hollins;4;Wily Mo Peña;0,9868
Dave Hollins;5;Carlos Quentin;0,9866
Dave Magadan;1;Greg Briley;0,9978
Dave Magadan;2;Johnny Estrada;0,9967
Dave Magadan;3;Thad Bosley;0,9958
Dave Magadan;4;Jim Rice;0,9955
Dave Magadan;5;Alvin Davis;0,9926
Dave Martinez;1;Dan Pasqua;0,9943
Dave Martinez;2;Jerald Clark;0,9812
Dave Martinez;3;Junior Ortiz;0,9733
Dave Martinez;4;Lastings Milledge;0,967
Dave Martinez;5;Jimmy Anderson;0,9656
Dave McCarty;1;Mike Kelly;0,9946
Dave McCarty;2;Mike Huff;0,9725
Dave McCarty;3;Vance Law;0,9577
Dave McCarty;4;Danny Valencia;0,9349
Dave McCarty;5;Tom Lawless;0,9108
Dave Mlicki;1;Juan Agosto;0,9969
Dave Mlicki;2;Kelvim Escobar;0,9968
Dave Mlicki;3;Victor Zambrano;0,9959
Dave Mlicki;4;Doug Davis;0,9952
Dave Mlicki;5;Ted Lilly;0,995
Dave Nilsson;1;John Mabry;0,9951
Dave Nilsson;2;Alexei Ramirez;0,9883
Dave Nilsson;3;Scott Spiezio;0,988
Dave Nilsson;4;Todd Zeile;0,986
Dave Nilsson;5;Carlos Lee;0,9856
Dave Parker;1;Ken Dayley;0,9953
Dave Parker;2;Jesse Orosco;0,9927
Dave Parker;3;Steve Lyons;0,9918
Dave Parker;4;Terrence Long;0,9911
Dave Parker;5;Frank White;0,9845
Dave Roberts;1;Luke Scott;0,9836
Dave Roberts;2;Jarrod Dyson;0,9721
Dave Roberts;3;Dave Hollins;0,9713
Dave Roberts;4;Jack Wilson;0,9663
Dave Roberts;5;Matt LeCroy;0,9647
Dave Silvestri;1;Shane Spencer;0,9997
Dave Silvestri;2;Craig Worthington;0,9973
Dave Silvestri;3;Eric Karros;0,9973
Dave Silvestri;4;Damian Jackson;0,997
Dave Silvestri;5;Guillermo Mota;0,9965
Dave Smith;1;Kim Batiste;0,9851
Dave Smith;2;Turk Wendell;0,9693
Dave Smith;3;Dave Collins;0,9669
Dave Smith;4;Allen Watson;0,9588
Dave Smith;5;Paul Assenmacher;0,9543
Dave Valle;1;Phil Bradley;0,9969
Dave Valle;2;Denard Span;0,9952
Dave Valle;3;Pedro Munoz;0,9947
Dave Valle;4;Carlos Gonzalez;0,9938
Dave Valle;5;Rob Deer;0,9917
Dave Veres;1;Danny Valencia;0,991
Dave Veres;2;Luis Matos;0,9849
Dave Veres;3;Mike Felder;0,9833
Dave Veres;4;Gerald Williams;0,9521
Dave Veres;5;Elmer Dessens;0,95
Dave Winfield;1;Johnny Ray;0,9009
Dave Winfield;2;Claudell Washington;0,8908
Dave Winfield;3;Josias Manzanillo;0,8886
Dave Winfield;4;Anthony Young;0,8715
Dave Winfield;5;Ron Kittle;0,8658
David Bell;1;Kevin Young;0,91
David Bell;2;Ron Kittle;0,8902
David Bell;3;Mike Kelly;0,8871
David Bell;4;Carlton Fisk;0,8867
David Bell;5;Marc Newfield;0,8473
David Cone;1;Brett Anderson;0,9995
David Cone;2;Roy Oswalt;0,9986
David Cone;3;Jose Lima;0,9985
David Cone;4;Bob Kipper;0,9981
David Cone;5;Todd Ritchie;0,9976
David DeJesus;1;Ike Davis;0,9979
David DeJesus;2;Chone Figgins;0,9963
David DeJesus;3;Robinson Cano;0,9962
David DeJesus;4;Russell Martin;0,9962
David DeJesus;5;Andres Torres;0,9954
David Dellucci;1;Freddy Galvis;0,9984
David Dellucci;2;Mark Bellhorn;0,9749
David Dellucci;3;Jamey Carroll;0,9547
David Dellucci;4;Ron Hassey;0,9537
David Dellucci;5;Joe Price;0,951
David Eckstein;1;A. J. Ellis;0,996
David Eckstein;2;Kal Daniels;0,995
David Eckstein;3;Craig Gentry;0,9948
David Eckstein;4;Milt Cuyler;0,9937
David Eckstein;5;Bret Boone;0,9936
David Freese;1;Jacque Jones;0,9892
David Freese;2;Mark Loretta;0,9778
David Freese;3;Miguel Cabrera;0,9751
David Freese;4;Bill Buckner;0,964
David Freese;5;Mookie Wilson;0,9639
David Howard;1;Kim Batiste;0,9896
David Howard;2;Felix Hernandez;0,9835
David Howard;3;R. A. Dickey;0,9754
David Howard;4;Dave Collins;0,9593
David Howard;5;Mickey Hatcher;0,9425
David Justice;1;Cecil Fielder;0,9994
David Justice;2;Troy O'Leary;0,9985
David Justice;3;R. J. Reynolds;0,9979
David Justice;4;Ivan Calderon;0,9976
David Justice;5;Mark Grace;0,9975
David Murphy;1;Kyle Seager;0,9977
David Murphy;2;Hanley Ramirez;0,9969
David Murphy;3;Andrew McCutchen;0,9964
David Murphy;4;Mitch Moreland;0,9923
David Murphy;5;Jason LaRue;0,992
David Ortiz;1;Jody Gerut;0,9956
David Ortiz;2;Keith Moreland;0,9955
David Ortiz;3;Jorge Cantu;0,9947
David Ortiz;4;Rafael Furcal;0,989
David Ortiz;5;Khalil Greene;0,989
David Price;1;Dave Bush;0,9881
David Price;2;John Smiley;0,9839
David Price;3;Carl Pavano;0,979
David Price;4;Mark Mulder;0,976
David Price;5;Edinson Volquez;0,973
David Ross;1;Pedro Alvarez;0,958
David Ross;2;Darrell Evans;0,9357
David Ross;3;Josh Harrison;0,9312
David Ross;4;Cristian Guzman;0,9266
David Ross;5;Dave Collins;0,92
David Segui;1;Warren Newson;0,9868
David Segui;2;Bob Smith;0,9832
David Segui;3;Andres Thomas;0,9782
David Segui;4;Ricky Jordan;0,9722
David Segui;5;Carlos Beltran;0,9714
David Weathers;1;T. J. Mathews;0,9952
David Weathers;2;Tomo Ohka;0,9947
David Weathers;3;Joey Eischen;0,9911
David Weathers;4;Brandon McCarthy;0,9887
David Weathers;5;Robb Nen;0,987
David Wells;1;Jolbert Cabrera;0,95
David Wells;2;David West;0,9488
David Wells;3;Jay Powell;0,9345
David Wells;4;Ricky Bottalico;0,9223
David Wells;5;Billy Ashley;0,9078
David West;1;Jay Powell;0,9968
David West;2;Ricky Bottalico;0,9968
David West;3;C. J. Wilson;0,9878
David West;4;Javier Vazquez;0,9874
David West;5;Jason Bere;0,9871
David Wright;1;Will Clark;0,9983
David Wright;2;Kal Daniels;0,9974
David Wright;3;Darryl Hamilton;0,9973
David Wright;4;Raul Mondesi;0,9964
David Wright;5;Vladimir Guerrero;0,9964
Dean Palmer;1;Josh Reddick;0,9996
Dean Palmer;2;Ryan Church;0,9965
Dean Palmer;3;Chase Headley;0,9963
Dean Palmer;4;John Kruk;0,9955
Dean Palmer;5;Trevor Plouffe;0,9949
Deion Sanders;1;Rajai Davis;0,9928
Deion Sanders;2;Curt Wilkerson;0,9851
Deion Sanders;3;Jose Uribe;0,9837
Deion Sanders;4;Robb Quinlan;0,9817
Deion Sanders;5;Royce Clayton;0,9809
Deivi Cruz;1;Greg Dobbs;0,9444
Deivi Cruz;2;Sal Fasano;0,9196
Deivi Cruz;3;Josh Donaldson;0,9184
Deivi Cruz;4;Jonathan Herrera;0,9136
Deivi Cruz;5;Chris Speier;0,9082
Delino DeShields;1;Salvador Perez;0,9955
Delino DeShields;2;Edgar Renteria;0,995
Delino DeShields;3;Ike Davis;0,9944
Delino DeShields;4;Oddibe McDowell;0,9938
Delino DeShields;5;Bill Mueller;0,9938
Delmon Young;1;Dustin Ackley;0,986
Delmon Young;2;George Kottaras;0,9705
Delmon Young;3;Jordan Schafer;0,9653
Delmon Young;4;Jason Smith;0,9461
Delmon Young;5;John Tudor;0,9357
Denard Span;1;Greg Gagne;0,9989
Denard Span;2;Craig Biggio;0,9982
Denard Span;3;Juan Pierre;0,9981
Denard Span;4;Pedro Munoz;0,9979
Denard Span;5;Derek Jeter;0,9977
Dennis Cook;1;Alex Arias;0,97
Dennis Cook;2;Jeff Reed;0,9691
Dennis Cook;3;Felix Heredia;0,9647
Dennis Cook;4;Jose Molina;0,9627
Dennis Cook;5;Scott Eyre;0,9571
Dennis Martinez;1;Jonathon Niese;0,98
Dennis Martinez;2;Pete Schourek;0,9626
Dennis Martinez;3;Jaime Garcia;0,9607
Dennis Martinez;4;Joel Skinner;0,9589
Dennis Martinez;5;Jason Schmidt;0,9563
Dennis Rasmussen;1;Colby Lewis;0,9988
Dennis Rasmussen;2;Marco Estrada;0,9971
Dennis Rasmussen;3;Roger McDowell;0,9966
Dennis Rasmussen;4;Kevin Sefcik;0,9962
Dennis Rasmussen;5;Mike Williams;0,9952
Denny Hocking;1;Mike Simms;0,9759
Denny Hocking;2;Glenn Wilson;0,9607
Denny Hocking;3;John Baker;0,9467
Denny Hocking;4;Terry Puhl;0,9348
Denny Hocking;5;Cecil Espy;0,9171
Denny Neagle;1;Tim Lincecum;0,9981
Denny Neagle;2;Jorge De La Rosa;0,9979
Denny Neagle;3;Chad Durbin;0,9976
Denny Neagle;4;Jerry Dipoto;0,9971
