Jugador_Base;Ranking;Jugador_Comparable;Correlacion_Pearson
Charlie Jamieson;4;Tim Laudner;0,8983
Charlie Jamieson;5;German Marquez;0,8832
Charlie Keller;1;Manny Mota;0,9234
Charlie Keller;2;Reb Russell;0,9014
Charlie Keller;3;Will Clark;0,8766
Charlie Keller;4;Kevin Stocker;0,8725
Charlie Keller;5;Nick Esasky;0,8426
Charlie Lau;1;Matt Belisle;0,9382
Charlie Lau;2;Tom Gorzelanny;0,9372
Charlie Lau;3;Ervin Santana;0,8697
Charlie Lau;4;Tyler Kinley;0,8645
Charlie Lau;5;Jim Bagby;0,8624
Charlie Leibrandt;1;Pete Mikkelsen;0,8979
Charlie Leibrandt;2;Sam Fuld;0,8632
Charlie Leibrandt;3;Kendall Graveman;0,8584
Charlie Leibrandt;4;Mark Huismann;0,8558
Charlie Leibrandt;5;Ross Stripling;0,8511
Charlie Mason;1;Roy Welmaker;0,9808
Charlie Mason;2;Josh Harrison;0,9734
Charlie Mason;3;Jack O'Connor;0,969
Charlie Mason;4;Denny McLain;0,9554
Charlie Mason;5;Mike Cuellar;0,9536
Charlie Maxwell;1;Eric Milton;0,9695
Charlie Maxwell;2;Lou Dials;0,9623
Charlie Maxwell;3;Don Carrithers;0,9483
Charlie Maxwell;4;Carlos Torres;0,9334
Charlie Maxwell;5;Wesley Wright;0,9306
Charlie Moore;1;Manny Parra;0,9333
Charlie Moore;2;Freddy Peralta;0,917
Charlie Moore;3;Patrick Gillespie;0,9134
Charlie Moore;4;Jose Veras;0,907
Charlie Moore;5;Corey Knebel;0,907
Charlie Morton;1;Bill Caudill;0,8946
Charlie Morton;2;Dave Barnhill;0,8791
Charlie Morton;3;Joe Jimenez;0,8767
Charlie Morton;4;Bryan Clark;0,855
Charlie Morton;5;Bobby Del Greco;0,8512
Charlie Neal;1;Mitch Haniger;0,9018
Charlie Neal;2;Beals Becker;0,8997
Charlie Neal;3;George Dixon;0,8949
Charlie Neal;4;Ed Heusser;0,8937
Charlie Neal;5;Zoilo Versalles;0,8893
Charlie O'Brien;1;Hal Naragon;0,9595
Charlie O'Brien;2;Alex McCarthy;0,9409
Charlie O'Brien;3;Darren Dreifort;0,9377
Charlie O'Brien;4;Mark Carreon;0,9368
Charlie O'Brien;5;Frank Isbell;0,9367
Charlie Puleo;1;Rick Rhoden;0,9742
Charlie Puleo;2;Ron Kittle;0,9388
Charlie Puleo;3;Tom Buskey;0,9382
Charlie Puleo;4;James Loney;0,9309
Charlie Puleo;5;Sparky Lyle;0,9296
Charlie Reilly;1;Carlos Guillen;0,9866
Charlie Reilly;2;Derrel Thomas;0,9532
Charlie Reilly;3;Tom Prince;0,9401
Charlie Reilly;4;Jeff Burroughs;0,9353
Charlie Reilly;5;Mike Ivie;0,9271
Charlie Root;1;Taffy Wright;0,9722
Charlie Root;2;Gene Packard;0,9641
Charlie Root;3;Joey Amalfitano;0,935
Charlie Root;4;Chris Johnson;0,9133
Charlie Root;5;Carmelo Martinez;0,8965
Charlie Silvera;1;Erik Bedard;0,9437
Charlie Silvera;2;Earl Caldwell;0,9236
Charlie Silvera;3;Jose Leclerc;0,92
Charlie Silvera;4;Ron Herbel;0,9159
Charlie Silvera;5;Nick Masset;0,9113
Charlie Smith;1;Sam Jethroe;0,9578
Charlie Smith;2;Jonathan Schoop;0,9515
Charlie Smith;3;Jakob Junis;0,9456
Charlie Smith;4;Drew Butera;0,9016
Charlie Smith;5;Tex Carleton;0,889
Charlie Spikes;1;Kerry Wood;0,9702
Charlie Spikes;2;Curt Wilkerson;0,9598
Charlie Spikes;3;J. A. Happ;0,9593
Charlie Spikes;4;Luis Bustamante;0,9491
Charlie Spikes;5;Erv Dusak;0,9413
Charlie Williams;1;Bert Gallia;0,993
Charlie Williams;2;Brian Matusz;0,9868
Charlie Williams;3;Alan Benes;0,9868
Charlie Williams;4;Salomon Torres;0,9868
Charlie Williams;5;Fernando Abad;0,9868
Chase Anderson;1;Donnie Sadler;0,9608
Chase Anderson;2;Bob Bruce;0,8944
Chase Anderson;3;Mike Vail;0,8919
Chase Anderson;4;Hugh Nicol;0,8771
Chase Anderson;5;Lon Knight;0,8747
Chase Headley;1;Wally Roettger;0,9957
Chase Headley;2;Will Cunnane;0,9935
Chase Headley;3;Ryan Weber;0,9935
Chase Headley;4;Jeremy Accardo;0,9935
Chase Headley;5;Pat Clements;0,9935
Chase Utley;1;Joe Sommer;0,9373
Chase Utley;2;Isidro Fabré;0,9039
Chase Utley;3;Andre Thornton;0,8851
Chase Utley;4;Egyptian Healy;0,8567
Chase Utley;5;Ed Phelps;0,8529
Chasen Shreve;1;John Brebbia;1,0
Chasen Shreve;2;Josh Hader;1,0
Chasen Shreve;3;Jim Mecir;1,0
Chasen Shreve;4;Matt Barnes;1,0
Chasen Shreve;5;Dan Otero;1,0
Cherokee Fisher;1;Travis Shaw;0,9709
Cherokee Fisher;2;Ronny Paulino;0,9617
Cherokee Fisher;3;Rich Gossage;0,9188
Cherokee Fisher;4;Bobby Brown;0,9117
Cherokee Fisher;5;Pascual Perez;0,8929
Chester Williams;1;Albie Pearson;0,975
Chester Williams;2;Nolan Reimold;0,9294
Chester Williams;3;Jerome Walton;0,912
Chester Williams;4;Steve Lyons;0,8864
Chester Williams;5;Gene DeMontreville;0,8757
Chet Brewer;1;Lil Stoner;0,9267
Chet Brewer;2;Randy Jones;0,8872
Chet Brewer;3;Dick Sisler;0,8642
Chet Brewer;4;Ossie Vitt;0,8552
Chet Brewer;5;Alex Ferguson;0,8446
Chet Laabs;1;Fielder Jones;0,8907
Chet Laabs;2;Ed Andrews;0,885
Chet Laabs;3;Edwin Encarnacion;0,8793
Chet Laabs;4;Mickey Lolich;0,874
Chet Laabs;5;Jeff Cirillo;0,8634
Chet Lemon;1;Tom Jones;0,9874
Chet Lemon;2;Mike Tauchman;0,9827
Chet Lemon;3;Ownie Carroll;0,9802
Chet Lemon;4;Wes Stock;0,9779
Chet Lemon;5;Billy Klaus;0,9775
Chet Nichols;1;Roger Freed;0,9932
Chet Nichols;2;Mark Knudson;0,989
Chet Nichols;3;Ben Gamel;0,9785
Chet Nichols;4;Darltie Cooper;0,9687
Chet Nichols;5;Pedro Strop;0,9672
Chick Fewster;1;Joe Page;0,9482
Chick Fewster;2;Hank Johnson;0,9419
Chick Fewster;3;Whit Wyatt;0,9292
Chick Fewster;4;Eddie Burke;0,9279
Chick Fewster;5;John Barry;0,9275
Chick Fraser;1;Ted Alexander;0,9467
Chick Fraser;2;Matt Morris;0,9371
Chick Fraser;3;Ray Morgan;0,9287
Chick Fraser;4;Eddie Pellagrini;0,92
Chick Fraser;5;Dave Koslo;0,9114
Chick Galloway;1;Don Kessinger;0,9154
Chick Galloway;2;Chaney White;0,9046
Chick Galloway;3;Sibby Sisti;0,9043
Chick Galloway;4;Ben Cantwell;0,902
Chick Galloway;5;Jeff Burroughs;0,8749
Chick Gandil;1;Cy Seymour;0,9061
Chick Gandil;2;Yadier Molina;0,9053
Chick Gandil;3;Darnell Coles;0,9017
Chick Gandil;4;Jim Spencer;0,8831
Chick Gandil;5;Jack Warner;0,8739
Chick Hafey;1;Garrett Hampson;0,9734
Chick Hafey;2;Chad Wallach;0,9519
Chick Hafey;3;Brian Tallet;0,946
Chick Hafey;4;Brad Wilkerson;0,9458
Chick Hafey;5;Roy Lee Jackson;0,945
Chick Shorten;1;Merv Rettenmund;0,9427
Chick Shorten;2;Chad Billingsley;0,9397
Chick Shorten;3;Dave Smith;0,9336
Chick Shorten;4;Joe Christopher;0,9327
Chick Shorten;5;Gabby Hartnett;0,9292
Chick Stahl;1;John Kerr;0,978
Chick Stahl;2;Tyler Wade;0,9637
Chick Stahl;3;Jim Morrison;0,9618
Chick Stahl;4;Fred Gladding;0,9509
Chick Stahl;5;Mike Tauchman;0,9436
Chicken Wolf;1;Roy Hartzell;0,9023
Chicken Wolf;2;Carlos Silva;0,8859
Chicken Wolf;3;Dick Hoblitzell;0,8812
Chicken Wolf;4;Keith Miller;0,867
Chicken Wolf;5;Billy Nash;0,849
Chico Carrasquel;1;Mel Rojas;0,8757
Chico Carrasquel;2;John Richmond;0,8642
Chico Carrasquel;3;Oscar Judd;0,8626
Chico Carrasquel;4;Christian Vazquez;0,8622
Chico Carrasquel;5;Javier Baez;0,8544
Chico Fernandez;1;Joaquin Arias;0,9388
Chico Fernandez;2;Aaron Hicks;0,9334
Chico Fernandez;3;Hurley McNair;0,9326
Chico Fernandez;4;Mike Marshall;0,9209
Chico Fernandez;5;Sam Fuld;0,9161
Chico Ruiz;1;Jason Castro;0,9557
Chico Ruiz;2;Dewey Creacy;0,9553
Chico Ruiz;3;Duff Cooley;0,9379
Chico Ruiz;4;Bill Barrett;0,9328
Chico Ruiz;5;Nolan Arenado;0,9326
Chico Salmon;1;Jay Gibbons;0,9555
Chico Salmon;2;Collin McHugh;0,9293
Chico Salmon;3;Rod Barajas;0,9067
Chico Salmon;4;Javier Vazquez;0,8954
Chico Salmon;5;Wes Covington;0,8852
Chico Walker;1;Paul Schaal;0,8709
Chico Walker;2;Louis Miller;0,8161
Chico Walker;3;Frank Schulte;0,8138
Chico Walker;4;Terry Humphrey;0,8119
Chico Walker;5;Roman Mejias;0,8106
Chien-Ming Wang;1;Johnny Markham;0,9692
Chien-Ming Wang;2;Dan Otero;0,9632
Chien-Ming Wang;3;Cesar Ramos;0,9632
Chien-Ming Wang;4;Hoby Milner;0,9632
Chien-Ming Wang;5;John Brebbia;0,9632
Chili Davis;1;Scott Leius;0,9346
Chili Davis;2;Tony Piet;0,913
Chili Davis;3;Eddie Milner;0,9109
Chili Davis;4;Ted Uhlaender;0,9082
Chili Davis;5;Kelly Shoppach;0,908
Chipper Jones;1;Benny Kauff;0,9608
Chipper Jones;2;Steve Dillard;0,9139
Chipper Jones;3;Toby Hall;0,8874
Chipper Jones;4;Woody Woodward;0,8818
Chipper Jones;5;Chris Jones;0,8595
Chippy McGarr;1;Malachi Kittridge;0,8837
Chippy McGarr;2;Rube Curry;0,8722
Chippy McGarr;3;Tony Peña;0,859
Chippy McGarr;4;Bert Adams;0,8573
Chippy McGarr;5;Johnny Hopp;0,8505
Chone Figgins;1;Erskine Mayer;0,8979
Chone Figgins;2;Brendan Harris;0,8879
Chone Figgins;3;Steve Mingori;0,8835
Chone Figgins;4;Kevin Cash;0,8577
Chone Figgins;5;Jack Hamilton;0,8568
Chris Archer;1;Robert Person;0,9855
Chris Archer;2;Brad Komminsk;0,9635
Chris Archer;3;Del Pratt;0,9589
Chris Archer;4;Ray Chapman;0,9545
Chris Archer;5;Dick Howser;0,9419
Chris Bando;1;Johnny Allen;0,9305
Chris Bando;2;Bobby Crosby;0,9219
Chris Bando;3;Jimmy Outlaw;0,9215
Chris Bando;4;Bobby Darwin;0,9189
Chris Bando;5;Andy Carey;0,915
Chris Bassitt;1;Mike Morgan;0,9174
Chris Bassitt;2;Dean Stone;0,9054
Chris Bassitt;3;Fred Scherman;0,8917
Chris Bassitt;4;Robert Stephenson;0,8916
Chris Bassitt;5;Duke Esper;0,8559
Chris Bosio;1;Jorge Velandia;0,9603
Chris Bosio;2;Chuck Crim;0,9526
Chris Bosio;3;Adrian Beltre;0,9422
Chris Bosio;4;Gene Baker;0,9335
Chris Bosio;5;Jimmy Williams;0,9305
Chris Cannizzaro;1;Dutch Henry;0,9331
Chris Cannizzaro;2;Dick Siebert;0,9133
Chris Cannizzaro;3;Tommy Boggs;0,8647
Chris Cannizzaro;4;Danny Taylor;0,8462
Chris Cannizzaro;5;Armando Reynoso;0,845
Chris Capuano;1;Kevin Mitchell;0,9766
Chris Capuano;2;Andre Ethier;0,9712
Chris Capuano;3;Ted Sizemore;0,9657
Chris Capuano;4;Elrod Hendricks;0,9575
Chris Capuano;5;Jarrod Saltalamacchia;0,9417
Chris Carpenter;1;Xavier Hernandez;0,9791
Chris Carpenter;2;Kevin Young;0,9751
Chris Carpenter;3;Jim Gosger;0,975
Chris Carpenter;4;Subby Byas;0,9736
Chris Carpenter;5;Jim Keenan;0,9684
Chris Carter;1;Cal Koonce;0,9921
Chris Carter;2;Mike Harkey;0,9852
Chris Carter;3;Jorge Julio;0,9821
Chris Carter;4;Wally Pipp;0,9813
Chris Carter;5;Al Dark;0,9805
Chris Chambliss;1;John Coleman;0,8603
Chris Chambliss;2;Buddy Lewis;0,8517
Chris Chambliss;3;Tyler Duffey;0,8481
Chris Chambliss;4;Wade Miller;0,8278
Chris Chambliss;5;Don Aase;0,8255
Chris Codiroli;1;Ed Whitson;0,9827
Chris Codiroli;2;Buddy Black;0,9709
Chris Codiroli;3;Rico Carty;0,9608
Chris Codiroli;4;Ellis Kinder;0,9399
Chris Codiroli;5;Mark Huismann;0,938
Chris Coghlan;1;Johnny Podres;0,9724
Chris Coghlan;2;Bobby Robinson;0,9721
Chris Coghlan;3;Todd Hundley;0,9385
Chris Coghlan;4;Pete Schourek;0,9376
Chris Coghlan;5;Casey Cox;0,9344
Chris Davis;1;Bud Podbielan;0,968
Chris Davis;2;Herb Score;0,9625
Chris Davis;3;Fred Carisch;0,9578
Chris Davis;4;Balor Moore;0,9433
Chris Davis;5;Josh Phelps;0,9394
Chris Denorfia;1;Jesus Alou;0,9505
Chris Denorfia;2;Joe Oeschger;0,9429
Chris Denorfia;3;Darren Dreifort;0,9373
Chris Denorfia;4;Daniel Murphy;0,9309
Chris Denorfia;5;Charlie O'Brien;0,9296
Chris Devenski;1;Jose Veras;1,0
Chris Devenski;2;Corey Knebel;1,0
Chris Devenski;3;Harry Eisenstat;0,9999
Chris Devenski;4;Randall Delgado;0,9994
Chris Devenski;5;Heath Hembree;0,9922
Chris Donnels;1;Kent Tekulve;0,9423
Chris Donnels;2;John Vander Wal;0,9303
Chris Donnels;3;Bob Grim;0,9211
Chris Donnels;4;Zack Wheeler;0,9163
Chris Donnels;5;Tim Redding;0,8909
Chris Flexen;1;Bill Evans;0,9682
Chris Flexen;2;Todd Van Poppel;0,9658
Chris Flexen;3;Milo Candini;0,9656
Chris Flexen;4;Chuck Hiller;0,9504
Chris Flexen;5;Duke Cleveland;0,9503
Chris Gimenez;1;Jimmy Key;0,884
Chris Gimenez;2;Jim Barr;0,8503
Chris Gimenez;3;Bruce Kison;0,8496
Chris Gimenez;4;Craig Stammen;0,836
Chris Gimenez;5;Bill Henry;0,8343
Chris Gomez;1;Erv Dusak;0,984
Chris Gomez;2;Pete Orr;0,9518
Chris Gomez;3;Jim Turner;0,95
Chris Gomez;4;Rafael Landestoy;0,9301
Chris Gomez;5;Bill Evans;0,9262
Chris Gwynn;1;Chasen Shreve;1,0
Chris Gwynn;2;Cesar Ramos;1,0
Chris Gwynn;3;Dan Otero;1,0
Chris Gwynn;4;Tanyon Sturtze;1,0
Chris Gwynn;5;Rafael Betancourt;1,0
Chris Hammond;1;Dave Campbell;0,9833
Chris Hammond;2;Wally Roettger;0,9767
Chris Hammond;3;Tom Jones;0,9746
Chris Hammond;4;Fatty Briody;0,9732
Chris Hammond;5;Ryan Weber;0,9729
Chris Haney;1;Socks Seybold;0,9238
Chris Haney;2;Chris Turner;0,9204
Chris Haney;3;Curt Leskanic;0,9141
Chris Haney;4;Carrenza Howard;0,8878
Chris Haney;5;Billy Holland;0,8852
Chris Hatcher;1;Cesar Ramos;1,0
Chris Hatcher;2;Josh Hader;1,0
Chris Hatcher;3;Matt Barnes;1,0
Chris Hatcher;4;Jim Mecir;1,0
Chris Hatcher;5;John Brebbia;1,0
Chris Heisey;1;Bobby Murcer;0,9805
Chris Heisey;2;Logan Morrison;0,9756
Chris Heisey;3;Tex Clevenger;0,9726
Chris Heisey;4;Dots Miller;0,9678
Chris Heisey;5;Dan Brouthers;0,9675
Chris Herrmann;1;Brady Clark;0,9858
Chris Herrmann;2;Cy Morgan;0,9765
Chris Herrmann;3;Luke Sewell;0,9643
Chris Herrmann;4;Kyle Kendrick;0,9601
Chris Herrmann;5;Andy Kosco;0,9479
Chris Hoiles;1;Leroy Stanton;0,9354
Chris Hoiles;2;Allen Sothoron;0,9294
Chris Hoiles;3;Marc Hill;0,9118
Chris Hoiles;4;Scott Garrelts;0,9008
Chris Hoiles;5;Danny Bautista;0,8909
Chris Iannetta;1;Monte Weaver;0,9347
Chris Iannetta;2;Chad Fox;0,9012
Chris Iannetta;3;George Sherrill;0,9001
Chris Iannetta;4;Matt Mantei;0,8982
Chris Iannetta;5;Pete Mikkelsen;0,8974
Chris James;1;Scott Livingstone;0,9389
Chris James;2;Lew Richie;0,8977
Chris James;3;Tony Piet;0,8713
Chris James;4;Reggie Jefferson;0,8628
Chris James;5;Dioner Navarro;0,8422
Chris Johnson;1;Damian Miller;0,9843
Chris Johnson;2;Roger Bresnahan;0,9657
Chris Johnson;3;Kevin Appier;0,9608
Chris Johnson;4;Pete Ward;0,9593
Chris Johnson;5;Tony Kaufmann;0,9576
Chris Jones;1;Jolbert Cabrera;0,9553
Chris Jones;2;Rip Sewell;0,9417
Chris Jones;3;Howie Pollet;0,9348
Chris Jones;4;Jeff DaVanon;0,9121
Chris Jones;5;Ferdie Schupp;0,8988
Chris Martin;1;Cory Lidle;0,9481
Chris Martin;2;Dan Jennings;0,9321
Chris Martin;3;Charlie Hickman;0,9192
Chris Martin;4;Matt Harrison;0,9158
Chris Martin;5;Gavin Floyd;0,9059
Chris Owings;1;Don Nottebart;0,8956
Chris Owings;2;Lance Cormier;0,867
Chris Owings;3;Joe McGinnity;0,8648
Chris Owings;4;Sonny Gray;0,8648
Chris Owings;5;Daric Barton;0,8492
Chris Sabo;1;Richard Bleier;0,9636
Chris Sabo;2;Pat Jarvis;0,9628
Chris Sabo;3;Bill Fischer;0,9457
Chris Sabo;4;Gene Richards;0,9447
Chris Sabo;5;Ping Gardner;0,9274
Chris Sale;1;Paul Householder;0,9721
Chris Sale;2;Cliff Fannin;0,9713
Chris Sale;3;Earl Johnson;0,9392
Chris Sale;4;Wayne Kirby;0,9272
Chris Sale;5;Chad Billingsley;0,9123
Chris Short;1;Willie Horton;0,9201
Chris Short;2;Mike Garcia;0,919
Chris Short;3;Bobby Adams;0,9094
Chris Short;4;Joaquin Benoit;0,8914
Chris Short;5;Lee May;0,882
Chris Snyder;1;Tom Buskey;0,9258
Chris Snyder;2;Eduardo Rodriguez;0,9129
Chris Snyder;3;Charlie Silvera;0,9097
Chris Snyder;4;Mark Clark;0,8887
Chris Snyder;5;Alex Presley;0,8876
Chris Speier;1;Chad Tracy;0,9434
Chris Speier;2;Willy Adames;0,9404
Chris Speier;3;Luis Cessa;0,8936
Chris Speier;4;Brad Brach;0,8863
Chris Speier;5;Scott Barlow;0,8685
Chris Stewart;1;Gary Ross;0,9237
Chris Stewart;2;Johnny Blanchard;0,916
Chris Stewart;3;Ed Spiezio;0,9099
Chris Stewart;4;Virgil Trucks;0,8968
Chris Stewart;5;Jim O'Toole;0,8875
Chris Stratton;1;Joe Moeller;0,986
Chris Stratton;2;Brad Peacock;0,9548
Chris Stratton;3;Danny Espinosa;0,9487
Chris Stratton;4;Jimmie Coker;0,9411
Chris Stratton;5;Dick Hall;0,9115
Chris Stynes;1;Ed Crane;0,9483
Chris Stynes;2;Johnny Blanchard;0,9336
Chris Stynes;3;Dennis Rasmussen;0,9201
Chris Stynes;4;Ed Spiezio;0,9117
Chris Stynes;5;Bill Zuber;0,906
Chris Taylor;1;Bob McClure;0,8975
Chris Taylor;2;Eddie Burke;0,8942
Chris Taylor;3;Red Murray;0,8877
Chris Taylor;4;James Stafford;0,8799
Chris Taylor;5;Joe Page;0,878
Chris Tillman;1;Brett Gardner;0,9068
Chris Tillman;2;Ted Uhlaender;0,8974
Chris Tillman;3;Shawn Chacon;0,857
Chris Tillman;4;Juan Acevedo;0,8545
Chris Tillman;5;Jason Johnson;0,8409
Chris Turner;1;Pat Meares;0,9904
Chris Turner;2;Octavio Dotel;0,9792
Chris Turner;3;Brian Dorsett;0,9764
Chris Turner;4;Aaron Fultz;0,9764
Chris Turner;5;Leniel Hooker;0,9764
Chris Widger;1;Welington Castillo;0,9813
Chris Widger;2;Matt Williams;0,979
Chris Widger;3;Jules Thomas;0,9775
Chris Widger;4;Ken Berry;0,9772
Chris Widger;5;Brian Matusz;0,9755
Chris Woodward;1;Dave Engle;0,9332
Chris Woodward;2;Jimmy Smith;0,9138
Chris Woodward;3;Al Lakeman;0,9107
Chris Woodward;4;Scott Barlow;0,8988
Chris Woodward;5;Sean Newcomb;0,8976
Chris Young;1;Steven Souza;0,9674
Chris Young;2;Chris Carter;0,9659
Chris Young;3;Mike Harkey;0,9525
Chris Young;4;Tom Brewer;0,9474
Chris Young;5;Ray Dandridge;0,9339
Chris Zachary;1;Matt Mantei;0,9777
Chris Zachary;2;George Sherrill;0,9741
Chris Zachary;3;Chad Fox;0,972
Chris Zachary;4;Sal Yvars;0,9693
Chris Zachary;5;Tim Byrdak;0,9565
Christian Vazquez;1;Bart Johnson;0,934
Christian Vazquez;2;Bret Boone;0,9323
Christian Vazquez;3;Mel Rojas;0,9194
Christian Vazquez;4;Edgar Wesley;0,9095
Christian Vazquez;5;Travis Wood;0,8876
Christian Walker;1;Ron Tingley;0,9856
Christian Walker;2;Jose Ramirez;0,9709
Christian Walker;3;Carlos Reyes;0,9707
Christian Walker;4;Tim Mayza;0,9707
Christian Walker;5;Danny Coulombe;0,9692
Christian Yelich;1;Mickey Haefner;0,9022
Christian Yelich;2;Ryan Langerhans;0,8768
Christian Yelich;3;Justin Grimm;0,8677
Christian Yelich;4;Paul Blackburn;0,8654
Christian Yelich;5;Bill Lohrman;0,8548
Christy Mathewson;1;Porter Moss;0,9263
Christy Mathewson;2;Tony Tarasco;0,9157
Christy Mathewson;3;Doug Mirabelli;0,911
Christy Mathewson;4;Bob Griffith;0,8715
Christy Mathewson;5;Atley Donald;0,8696
Chubby Dean;1;Jeff Weaver;0,9427
Chubby Dean;2;Raul Chavez;0,9325
Chubby Dean;3;Todd Greene;0,932
Chubby Dean;4;Dave Tomlin;0,9244
Chubby Dean;5;Joe Saunders;0,9157
Chuck Cary;1;Chad Qualls;0,9863
Chuck Cary;2;Marco Estrada;0,9671
Chuck Cary;3;Ryan Yarbrough;0,9659
Chuck Cary;4;Ramiro Ramírez;0,9603
Chuck Cary;5;Russ Springer;0,9547
Chuck Cottier;1;Tommy Thevenow;0,8962
Chuck Cottier;2;Kaiser Wilhelm;0,8939
Chuck Cottier;3;Tom Brookens;0,8921
Chuck Cottier;4;Les Mann;0,8844
Chuck Cottier;5;Mark Wagner;0,8722
Chuck Crim;1;Jim Thome;0,9726
Chuck Crim;2;Adrian Beltre;0,9665
Chuck Crim;3;Gene Baker;0,9656
Chuck Crim;4;Homer Bailey;0,9636
Chuck Crim;5;Stu Martin;0,9633
Chuck Diering;1;Jaime Garcia;0,9209
Chuck Diering;2;Scott Livingstone;0,8994
Chuck Diering;3;Anthony Cooper;0,8911
Chuck Diering;4;Tony Piet;0,8857
Chuck Diering;5;Lew Richie;0,8783
Chuck Dobson;1;Elmer Riddle;0,979
Chuck Dobson;2;Bryse Wilson;0,9783
Chuck Dobson;3;Brian Wilson;0,9735
Chuck Dobson;4;Todd Van Poppel;0,9642
Chuck Dobson;5;Harry Brecheen;0,9501
Chuck Dressen;1;Troy Tulowitzki;0,9628
Chuck Dressen;2;Rosy Ryan;0,9435
Chuck Dressen;3;Pedro Alvarez;0,9398
Chuck Dressen;4;Dave Stieb;0,9294
Chuck Dressen;5;Paul Shuey;0,9279
Chuck Finley;1;Ed Ott;0,8991
Chuck Finley;2;Lee Grissom;0,8617
Chuck Finley;3;Omar Quintanilla;0,8489
Chuck Finley;4;Chico Fernandez;0,8437
Chuck Finley;5;Milt Gaston;0,8312
Chuck Hiller;1;Brad Miller;0,9932
Chuck Hiller;2;Ben Gamel;0,9873
Chuck Hiller;3;Carson Fulmer;0,9839
Chuck Hiller;4;Andy Hansen;0,9839
Chuck Hiller;5;Pedro Strop;0,9839
Chuck Hinton;1;Gino Cimoli;0,9711
Chuck Hinton;2;Luke Scott;0,9571
Chuck Hinton;3;Brian Dozier;0,9388
Chuck Hinton;4;Lucas Sims;0,9176
Chuck Hinton;5;Fred Brickell;0,9121
Chuck Klein;1;Willie Jones;0,9973
Chuck Klein;2;Bill Doak;0,9922
Chuck Klein;3;Red Schoendienst;0,9911
Chuck Klein;4;Steve Barber;0,9831
Chuck Klein;5;Dave Stieb;0,9685
Chuck Knoblauch;1;Tom Grieve;0,9401
Chuck Knoblauch;2;Brian Dozier;0,9248
Chuck Knoblauch;3;Lucas Sims;0,9184
Chuck Knoblauch;4;Reid Nichols;0,9082
Chuck Knoblauch;5;Benny Frey;0,907
Chuck McElroy;1;Jack Phillips;0,9903
Chuck McElroy;2;Scott Bradley;0,9867
Chuck McElroy;3;Brian Matusz;0,9811
Chuck McElroy;4;Alan Benes;0,9811
Chuck McElroy;5;Paul Gibson;0,9811
Chuck Stobbs;1;Bob Priddy;0,9114
Chuck Stobbs;2;Tom Ferrick;0,8943
Chuck Stobbs;3;John Franco;0,8843
Chuck Stobbs;4;Porter Moss;0,8825
Chuck Stobbs;5;Dick Williams;0,8787
Chuck Taylor;1;Frank Linzy;0,9999
Chuck Taylor;2;Willie Hernandez;0,9969
Chuck Taylor;3;George Brunet;0,9958
Chuck Taylor;4;Matt Thornton;0,9845
Chuck Taylor;5;Jeurys Familia;0,9744
Cito Gaston;1;Bill Coughlin;0,9925
Cito Gaston;2;Byron Browne;0,9874
Cito Gaston;3;Karl Drews;0,9844
Cito Gaston;4;George Thomas;0,9824
Cito Gaston;5;Tom Johnson;0,9806
Clarence Mitchell;1;Ernie Camacho;0,9575
Clarence Mitchell;2;Aaron Small;0,9575
Clarence Mitchell;3;Justin Duchscherer;0,9575
Clarence Mitchell;4;Jonathan Loaisiga;0,9575
Clarence Mitchell;5;Drew Storen;0,9575
Clarence Palm;1;Cesar Ramos;0,9486
Clarence Palm;2;Chris Hatcher;0,9486
Clarence Palm;3;Dan Otero;0,9486
Clarence Palm;4;John Brebbia;0,9486
Clarence Palm;5;Hoby Milner;0,9486
Clarence Smith;1;Corbin Burnes;0,9651
Clarence Smith;2;Tom Glavine;0,9029
Clarence Smith;3;Ray Jablonski;0,8693
Clarence Smith;4;Yasmani Grandal;0,866
Clarence Smith;5;Ketel Marte;0,8625
Clarence Williams;1;Midre Cummings;0,8959
Clarence Williams;2;Mike Holtz;0,884
Clarence Williams;3;Ernie Banks;0,8602
Clarence Williams;4;Bill Stafford;0,859
Clarence Williams;5;Dave Shean;0,8556
Clark Griffith;1;Gil Hatfield;0,911
Clark Griffith;2;Harold Reynolds;0,9032
Clark Griffith;3;Egyptian Healy;0,8685
Clark Griffith;4;Ryan Freel;0,8517
Clark Griffith;5;Harry Bemis;0,849
Claude Hendrix;1;Dillon Gee;0,9106
Claude Hendrix;2;Ryan Brasier;0,8995
Claude Hendrix;3;Lance Lynn;0,894
Claude Hendrix;4;Whitey Ford;0,8893
Claude Hendrix;5;Nick Masset;0,8632
Claude Johnson;1;Marcell Ozuna;0,9501
Claude Johnson;2;Whitey Wietelmann;0,9167
Claude Johnson;3;Phenomenal Smith;0,9023
Claude Johnson;4;Joe Kelly;0,8963
Claude Johnson;5;Justin Ruggiano;0,892
Claude Osteen;1;Travis Ishikawa;0,8887
Claude Osteen;2;Dennis Rasmussen;0,8872
Claude Osteen;3;Daric Barton;0,8776
Claude Osteen;4;Ed Crane;0,8771
Claude Osteen;5;Henry Spearman;0,8749
Claude Passeau;1;Derek Law;0,914
Claude Passeau;2;Jamie Walker;0,9119
Claude Passeau;3;Midre Cummings;0,9033
Claude Passeau;4;Josh Tomlin;0,9028
Claude Passeau;5;Ted Wilks;0,8885
Claude Raymond;1;Tom Glover;0,989
