Jugador_Base;Ranking;Jugador_Comparable;Correlacion_Pearson
Jody Davis;3;Freddy Leach;0,9076
Jody Davis;4;Jeff Cirillo;0,9004
Jody Davis;5;Dan Ford;0,8904
Jody Reed;1;Ivan de Jesus;0,919
Jody Reed;2;Damian Miller;0,9015
Jody Reed;3;Ossee Schrecongost;0,8972
Jody Reed;4;Rudy York;0,8965
Jody Reed;5;George LaChance;0,896
Joe Adcock;1;Mike Heath;0,9113
Joe Adcock;2;Larry Hisle;0,894
Joe Adcock;3;Joey Cora;0,889
Joe Adcock;4;George Shoch;0,8659
Joe Adcock;5;Tom Daly;0,8631
Joe Azcue;1;Tony Taylor;0,8871
Joe Azcue;2;Brad Ausmus;0,8862
Joe Azcue;3;Johnny Pesky;0,8714
Joe Azcue;4;Colby Rasmus;0,8561
Joe Azcue;5;Glenn Wright;0,8503
Joe Carter;1;Bill Doran;0,8337
Joe Carter;2;Roger Metzger;0,7886
Joe Carter;3;George Moriarty;0,7803
Joe Carter;4;Aurelio Rodriguez;0,7793
Joe Carter;5;Jed Lowrie;0,7677
Joe Cronin;1;Leon Durham;0,9496
Joe Cronin;2;Harold Reynolds;0,916
Joe Cronin;3;Willie Upshaw;0,8951
Joe Cronin;4;Rod Barajas;0,8629
Joe Cronin;5;Elbie Fletcher;0,8614
Joe Cunningham;1;Terry Kennedy;0,9285
Joe Cunningham;2;Rollie Zeider;0,9146
Joe Cunningham;3;Lyle Overbay;0,8903
Joe Cunningham;4;Yuniesky Betancourt;0,8848
Joe Cunningham;5;Travis Hafner;0,8804
Joe DiMaggio;1;Mike Donlin;0,9086
Joe DiMaggio;2;Fernando Vina;0,8801
Joe DiMaggio;3;Gary Ward;0,8784
Joe DiMaggio;4;Miguel Olivo;0,8743
Joe DiMaggio;5;Bill Joyce;0,8378
Joe Dugan;1;Branch Russell;0,9009
Joe Dugan;2;Elbie Fletcher;0,8909
Joe Dugan;3;Ernie Whitt;0,8863
Joe Dugan;4;Randy Velarde;0,8795
Joe Dugan;5;Gorman Thomas;0,874
Joe Gerhardt;1;Rube Bressler;0,9224
Joe Gerhardt;2;Terry Kennedy;0,917
Joe Gerhardt;3;Nate McLouth;0,8636
Joe Gerhardt;4;Joe Cunningham;0,8629
Joe Gerhardt;5;Judy Johnson;0,8384
Joe Girardi;1;Marty Marion;0,9496
Joe Girardi;2;Ed Kirkpatrick;0,8696
Joe Girardi;3;Bingo DeMoss;0,8351
Joe Girardi;4;Andy High;0,8293
Joe Girardi;5;Vince DiMaggio;0,8095
Joe Gordon;1;Corey Koskie;0,8977
Joe Gordon;2;George Wright;0,8674
Joe Gordon;3;Jarrod Dyson;0,8577
Joe Gordon;4;Kyle Seager;0,8359
Joe Gordon;5;Aaron Hill;0,8223
Joe Hornung;1;Ferris Fain;0,9215
Joe Hornung;2;Fernando Vina;0,8885
Joe Hornung;3;Johnny Temple;0,853
Joe Hornung;4;Eduardo Escobar;0,8496
Joe Hornung;5;Aaron Hicks;0,8457
Joe Judge;1;Clint Thomas;0,8576
Joe Judge;2;Don Kessinger;0,8341
Joe Judge;3;Daryl Boston;0,8338
Joe Judge;4;George Gibson;0,8257
Joe Judge;5;Darren Daulton;0,8212
Joe Kelley;1;Willie Upshaw;0,9365
Joe Kelley;2;Elbie Fletcher;0,9306
Joe Kelley;3;Leon Durham;0,9174
Joe Kelley;4;Carlos Gonzalez;0,8803
Joe Kelley;5;Eric Young;0,8651
Joe Kuhel;1;Michael Cuddyer;0,9036
Joe Kuhel;2;Dwayne Murphy;0,8225
Joe Kuhel;3;Lenny Dykstra;0,8201
Joe Kuhel;4;Ed Kirkpatrick;0,8144
Joe Kuhel;5;Walker Cooper;0,7721
Joe Mauer;1;Kyle Seager;0,8643
Joe Mauer;2;Jarrod Dyson;0,852
Joe Mauer;3;Cesar Tovar;0,8387
Joe Mauer;4;Michael Tucker;0,8343
Joe Mauer;5;Mike Lum;0,8148
Joe Medwick;1;Harlond Clift;0,9563
Joe Medwick;2;Cesar Tovar;0,8828
Joe Medwick;3;Cookie Lavagetto;0,8712
Joe Medwick;4;Mark Teixeira;0,8683
Joe Medwick;5;Carlos Peña;0,8547
Joe Morgan;1;Steve O'Neill;0,8261
Joe Morgan;2;Lee Tannehill;0,8032
Joe Morgan;3;Jose Pagan;0,7913
Joe Morgan;4;Howie Shanks;0,7719
Joe Morgan;5;Mark McGwire;0,7652
Joe Mulvey;1;Walt Wilmot;0,928
Joe Mulvey;2;Del Unser;0,893
Joe Mulvey;3;Henry Larkin;0,8686
Joe Mulvey;4;Milt Thompson;0,8622
Joe Mulvey;5;Joe Start;0,8473
Joe Oliver;1;Paul Radford;0,9464
Joe Oliver;2;Hardy Richardson;0,9369
Joe Oliver;3;Muddy Ruel;0,9369
Joe Oliver;4;Larry Walker;0,9097
Joe Oliver;5;Mike Heath;0,8791
Joe Orsulak;1;Candy Nelson;0,9356
Joe Orsulak;2;Damaso Garcia;0,9014
Joe Orsulak;3;Phil Nevin;0,8899
Joe Orsulak;4;Roger Cedeno;0,8873
Joe Orsulak;5;Del Ennis;0,8539
Joe Pepitone;1;Elvis Andrus;0,8959
Joe Pepitone;2;Terry Puhl;0,8388
Joe Pepitone;3;Wayne Gross;0,8163
Joe Pepitone;4;Terry Pendleton;0,8055
Joe Pepitone;5;Mike Griffin;0,8021
Joe Quinn;1;Kyle Schwarber;0,9187
Joe Quinn;2;Elliott Maddox;0,8699
Joe Quinn;3;Mike Lansing;0,8368
Joe Quinn;4;Ketel Marte;0,8285
Joe Quinn;5;Cesar Geronimo;0,8197
Joe Randa;1;Jacque Jones;0,7838
Joe Randa;2;Willson Contreras;0,78
Joe Randa;3;Jason Kipnis;0,7736
Joe Randa;4;Buddy Rosar;0,7283
Joe Randa;5;Juan Encarnacion;0,7231
Joe Rudi;1;Nap Lajoie;0,863
Joe Rudi;2;Mike Macfarlane;0,8442
Joe Rudi;3;Don Zimmer;0,8001
Joe Rudi;4;Hal Trosky;0,7879
Joe Rudi;5;Earle Combs;0,7788
Joe Sewell;1;Bingo DeMoss;0,9205
Joe Sewell;2;Roy Howell;0,9086
Joe Sewell;3;Andy High;0,9002
Joe Sewell;4;Billy Goodman;0,8527
Joe Sewell;5;Orlando Merced;0,8352
Joe Sommer;1;George LaChance;0,9009
Joe Sommer;2;Dusty Baker;0,873
Joe Sommer;3;Art Fletcher;0,8571
Joe Sommer;4;Leon Wagner;0,8453
Joe Sommer;5;Dwayne Murphy;0,8332
Joe Start;1;Wes Parker;0,8979
Joe Start;2;Roy Hartzell;0,8906
Joe Start;3;Joe Mulvey;0,8473
Joe Start;4;Roger Connor;0,842
Joe Start;5;Ricky Gutierrez;0,8029
Joe Stripp;1;Charlie Bennett;0,9585
Joe Stripp;2;Roy Thomas;0,8965
Joe Stripp;3;Jason Bay;0,8455
Joe Stripp;4;Bill Melton;0,8309
Joe Stripp;5;Dal Maxvill;0,8096
Joe Sugden;1;Roy Campanella;0,9545
Joe Sugden;2;Ginger Beaumont;0,9475
Joe Sugden;3;Johnny Gooch;0,9311
Joe Sugden;4;Al Lopez;0,9274
Joe Sugden;5;Dick Hoblitzell;0,9005
Joe Tinker;1;George Metkovich;0,829
Joe Tinker;2;Otto Miller;0,7816
Joe Tinker;3;Juan Beniquez;0,7496
Joe Tinker;4;Eddie Miller;0,7461
Joe Tinker;5;Gene Clines;0,7418
Joe Torre;1;Kevin Youkilis;0,9506
Joe Torre;2;Carson Bigbee;0,9384
Joe Torre;3;Andrelton Simmons;0,8562
Joe Torre;4;Denny Doyle;0,8541
Joe Torre;5;Chet Laabs;0,8246
Joe Vosmik;1;Bobby Lowe;0,905
Joe Vosmik;2;Alex Gordon;0,8892
Joe Vosmik;3;Fred Dunlap;0,8776
Joe Vosmik;4;Garry Maddox;0,8609
Joe Vosmik;5;Ryan Zimmerman;0,8528
Joey Cora;1;Pete Rose;0,972
Joey Cora;2;Jim Wynn;0,9465
Joey Cora;3;Mo Vaughn;0,9418
Joey Cora;4;Cliff Floyd;0,9414
Joey Cora;5;Jerry Remy;0,9329
Joey Votto;1;Burt Shotton;0,8526
Joey Votto;2;Marty McManus;0,8173
Joey Votto;3;Billy Nash;0,7987
Joey Votto;4;Jay Bruce;0,7946
Joey Votto;5;Mike Lum;0,7921
John Anderson;1;Billy Martin;0,9305
John Anderson;2;Gus Zernial;0,8579
John Anderson;3;Jimmy Sheckard;0,8494
John Anderson;4;Dave May;0,8298
John Anderson;5;Ozzie Albies;0,8279
John Barry;1;Jose Abreu;0,8831
John Barry;2;Corey Seager;0,8463
John Barry;3;Sparky Adams;0,8313
John Barry;4;Julio Lugo;0,8138
John Barry;5;Bucky Dent;0,7841
John Bateman;1;Alcides Escobar;0,8898
John Bateman;2;Alex Cora;0,8568
John Bateman;3;Mark Ellis;0,8153
John Bateman;4;Johnny Bench;0,8096
John Bateman;5;Carlos Correa;0,7882
John Briggs;1;Max Flack;0,936
John Briggs;2;Johnny Rawlings;0,86
John Briggs;3;Wayne Garrett;0,8489
John Briggs;4;Cecil Cooper;0,8468
John Briggs;5;Roy Cullenbine;0,8323
John Buck;1;Rennie Stennett;0,953
John Buck;2;Garth Iorg;0,9389
John Buck;3;Fred Carroll;0,9333
John Buck;4;Yonder Alonso;0,9117
John Buck;5;Freddie Lindstrom;0,8929
John Clapp;1;Denny Lyons;0,8738
John Clapp;2;Ira Flagstead;0,8636
John Clapp;3;Turkey Stearnes;0,8578
John Clapp;4;Ernie Lombardi;0,8519
John Clapp;5;Adam Dunn;0,8458
John Corkhill;1;Ernie Banks;0,9266
John Corkhill;2;Hank Bauer;0,8992
John Corkhill;3;Garry Maddox;0,899
John Corkhill;4;Mark Teixeira;0,8846
John Corkhill;5;Bill Kuehne;0,8726
John Flaherty;1;Corey Patterson;0,8769
John Flaherty;2;Billy Hatcher;0,8506
John Flaherty;3;Hobe Ferris;0,84
John Flaherty;4;Martin Prado;0,8138
John Flaherty;5;Dixie Walker;0,8009
John Henry Russell;1;Tony Lazzeri;0,9016
John Henry Russell;2;Jimmy Collins;0,9007
John Henry Russell;3;Tony Fernandez;0,8906
John Henry Russell;4;Mickey Hatcher;0,8883
John Henry Russell;5;Gene Alley;0,8801
John Hummel;1;Jose Altuve;0,9805
John Hummel;2;Eddie Murray;0,9771
John Hummel;3;Ty Cobb;0,9625
John Hummel;4;Mickey Mantle;0,9568
John Hummel;5;Cliff Floyd;0,9531
John Kruk;1;Don Kolloway;0,9286
John Kruk;2;Pete Suder;0,8596
John Kruk;3;Claudell Washington;0,8492
John Kruk;4;Clyde McCullough;0,8388
John Kruk;5;Johnny Rawlings;0,8294
John Mabry;1;Bob Horner;0,8969
John Mabry;2;Yonder Alonso;0,8832
John Mabry;3;Bill Tuttle;0,8731
John Mabry;4;Rico Carty;0,8459
John Mabry;5;Curtis Granderson;0,8418
John Mayberry;1;Delmon Young;0,864
John Mayberry;2;Steve Yeager;0,8312
John Mayberry;3;Reed Johnson;0,8176
John Mayberry;4;Tim Teufel;0,7911
John Mayberry;5;Wally Backman;0,7708
John McGraw;1;Bill Wambsganss;0,9478
John McGraw;2;Billy Jurges;0,9266
John McGraw;3;Rickey Henderson;0,9014
John McGraw;4;Randy Velarde;0,883
John McGraw;5;Jim Eisenreich;0,8662
John Milligan;1;Bob Ferguson;0,9917
John Milligan;2;Hubie Brooks;0,8784
John Milligan;3;Marcus Semien;0,8782
John Milligan;4;Jimmy Johnston;0,8722
John Milligan;5;Jim Hickman;0,8327
John Milner;1;Ping Bodie;0,8668
John Milner;2;Ray Chapman;0,8047
John Milner;3;Roberto Kelly;0,8035
John Milner;4;Lee Tannehill;0,8027
John Milner;5;Starlin Castro;0,7973
John Morrill;1;Bill Killefer;0,8669
John Morrill;2;Bill Robinson;0,8629
John Morrill;3;Clyde McCullough;0,8623
John Morrill;4;Cliff Carroll;0,8384
John Morrill;5;Germany Schaefer;0,837
John Olerud;1;Byron Buxton;0,9347
John Olerud;2;Mariano Duncan;0,8916
John Olerud;3;Jimmy Ryan;0,852
John Olerud;4;Patrick Gillespie;0,8225
John Olerud;5;Tommy Holmes;0,8169
John Peters;1;Monte Cross;0,913
John Peters;2;Buck Freeman;0,9099
John Peters;3;Josh Bell;0,9049
John Peters;4;Dan Uggla;0,9001
John Peters;5;Whit Merrifield;0,8922
John Reilly;1;Ernie Whitt;0,9522
John Reilly;2;Brandon Phillips;0,8919
John Reilly;3;Randy Velarde;0,8847
John Reilly;4;Luis Castillo;0,8552
John Reilly;5;Doug DeCinces;0,8282
John Roseboro;1;Taffy Wright;0,9092
John Roseboro;2;Johnny Gooch;0,8845
John Roseboro;3;Joe Sugden;0,8669
John Roseboro;4;Carlos May;0,8149
John Roseboro;5;Ralph Garr;0,8123
John Shelby;1;Darryl Strawberry;0,9628
John Shelby;2;Guy Hecker;0,8977
John Shelby;3;Jayson Werth;0,8594
John Shelby;4;Andy Van Slyke;0,8544
John Shelby;5;Tito Fuentes;0,8531
John Stone;1;Jose Pagan;0,8482
John Stone;2;Ken Reitz;0,8219
John Stone;3;Al Zarilla;0,8161
John Stone;4;Tom York;0,8135
John Stone;5;Davey Lopes;0,811
John Titus;1;Jo-Jo White;0,9579
John Titus;2;Sam Thompson;0,9026
John Titus;3;Juan Rivera;0,8732
John Titus;4;Jim King;0,8677
John Titus;5;Roy Howell;0,8265
John Valentin;1;Chuck Klein;0,9536
John Valentin;2;Aaron Boone;0,9217
John Valentin;3;Bill Melton;0,9161
John Valentin;4;Hurley McNair;0,9078
John Valentin;5;Pinky Whitney;0,9044
John Ward;1;Kyle Schwarber;0,8482
John Ward;2;Chicken Wolf;0,7677
John Ward;3;Matty McIntyre;0,7629
John Ward;4;Cesar Geronimo;0,7601
John Ward;5;Willie Crawford;0,7568
Johnny Bates;1;Jack Tobin;0,9642
Johnny Bates;2;Jay Buhner;0,9589
Johnny Bates;3;Mookie Wilson;0,943
Johnny Bates;4;Ron Santo;0,9404
Johnny Bates;5;Duke Snider;0,9341
Johnny Bench;1;Alcides Escobar;0,8546
Johnny Bench;2;Phil Masi;0,8246
Johnny Bench;3;John Bateman;0,8096
Johnny Bench;4;Carlos Correa;0,8029
Johnny Bench;5;Bip Roberts;0,7814
Johnny Callison;1;Mike Donlin;0,9034
Johnny Callison;2;Billy Butler;0,9007
Johnny Callison;3;Adrian Gonzalez;0,8994
Johnny Callison;4;Bob Fothergill;0,8896
Johnny Callison;5;Ian Kinsler;0,8743
Johnny Damon;1;Phil Garner;0,8558
Johnny Damon;2;Gene Woodling;0,8279
Johnny Damon;3;Lou Bierbauer;0,8242
Johnny Damon;4;Cookie Lavagetto;0,8227
Johnny Damon;5;Hoot Evers;0,8149
Johnny Edwards;1;Alex Johnson;0,9507
Johnny Edwards;2;Juan Samuel;0,9401
Johnny Edwards;3;Jim Ray Hart;0,903
Johnny Edwards;4;Eddie Waitkus;0,8732
Johnny Edwards;5;Mike Kreevich;0,8483
Johnny Evers;1;Cameron Maybin;0,8107
Johnny Evers;2;Tim Foli;0,8052
Johnny Evers;3;Rabbit Maranville;0,7791
Johnny Evers;4;Emmett Seery;0,775
Johnny Evers;5;Marco Scutaro;0,7304
Johnny Gooch;1;Joe Sugden;0,9311
Johnny Gooch;2;Dick Hoblitzell;0,9157
Johnny Gooch;3;Russ Snyder;0,9041
Johnny Gooch;4;John Roseboro;0,8845
Johnny Gooch;5;Bobby Wine;0,8781
Johnny Grubb;1;Doc Bushong;0,8353
Johnny Grubb;2;Brandon Belt;0,8281
Johnny Grubb;3;Robin Yount;0,8089
Johnny Grubb;4;Jose Iglesias;0,7969
Johnny Grubb;5;Red Schoendienst;0,7914
Johnny Hopp;1;Tommie Agee;0,8893
Johnny Hopp;2;Horace Clarke;0,8827
Johnny Hopp;3;Mark DeRosa;0,8822
Johnny Hopp;4;Josh Hamilton;0,8293
Johnny Hopp;5;George Stovall;0,8213
Johnny Kling;1;Gary Pettis;0,9166
Johnny Kling;2;Doc Johnston;0,8253
Johnny Kling;3;Pat Burrell;0,7839
Johnny Kling;4;Buck Martinez;0,7657
Johnny Kling;5;Nick Hundley;0,7642
Johnny Logan;1;Ival Goodman;0,9107
Johnny Logan;2;Luis Polonia;0,8464
Johnny Logan;3;Vinny Castilla;0,8378
Johnny Logan;4;Reggie Sanders;0,8307
Johnny Logan;5;Brett Gardner;0,8198
Johnny Mize;1;Ival Goodman;0,9023
Johnny Mize;2;Whit Merrifield;0,8857
Johnny Mize;3;Chuck Klein;0,84
Johnny Mize;4;Ed McFarland;0,8244
Johnny Mize;5;Jack McCarthy;0,8227
Johnny Pesky;1;Brad Ausmus;0,9115
Johnny Pesky;2;Corey Hart;0,8965
Johnny Pesky;3;Tommy McCraw;0,886
Johnny Pesky;4;Joe Azcue;0,8714
Johnny Pesky;5;Bob Horner;0,852
Johnny Rawlings;1;Tom York;0,9785
Johnny Rawlings;2;Roberto Clemente;0,9559
Johnny Rawlings;3;Jerry Mumphrey;0,9548
Johnny Rawlings;4;Claudell Washington;0,9295
Johnny Rawlings;5;Newt Allen;0,9294
Johnny Ray;1;Jonathan Lucroy;0,8638
Johnny Ray;2;Bobby Doerr;0,8388
Johnny Ray;3;Alex Cora;0,8235
Johnny Ray;4;Mark Teixeira;0,8149
Johnny Ray;5;Nick Markakis;0,8109
Johnny Temple;1;Ferris Fain;0,9327
Johnny Temple;2;Bob Allison;0,888
Johnny Temple;3;Trea Turner;0,8743
Johnny Temple;4;Joe Hornung;0,853
Johnny Temple;5;Paul Sorrento;0,8449
Johnny Wyrostek;1;Rougned Odor;0,9156
Johnny Wyrostek;2;Jason Bay;0,9067
Johnny Wyrostek;3;Tommy Thevenow;0,8811
Johnny Wyrostek;4;Chuck Klein;0,8679
Johnny Wyrostek;5;Bill Melton;0,8676
Jon Jay;1;Kurt Suzuki;0,8857
Jon Jay;2;Al Martin;0,8735
Jon Jay;3;Sammy White;0,8691
Jon Jay;4;Don Mincher;0,8622
Jon Jay;5;Steve Henderson;0,8457
Jonathan Lucroy;1;Cookie Lavagetto;0,9462
Jonathan Lucroy;2;Pat Meares;0,9266
Jonathan Lucroy;3;Ross Youngs;0,901
Jonathan Lucroy;4;Ed Taubensee;0,8938
Jonathan Lucroy;5;Johnny Ray;0,8638
Jonathan Schoop;1;Paul Goldschmidt;0,9787
Jonathan Schoop;2;Horace Ford;0,9448
Jonathan Schoop;3;Jason Kubel;0,9393
Jonathan Schoop;4;Pete O'Brien;0,9179
Jonathan Schoop;5;Chase Utley;0,907
Jonny Gomes;1;Raul Mondesi;0,8489
Jonny Gomes;2;Jose Abreu;0,8485
Jonny Gomes;3;Ben Zobrist;0,8452
Jonny Gomes;4;Johnny Gooch;0,8393
Jonny Gomes;5;Brian Jordan;0,8218
Jorge Orta;1;Pedro Feliz;0,8701
Jorge Orta;2;Wally Gerber;0,8217
Jorge Orta;3;Rod Barajas;0,8188
Jorge Orta;4;Chris Hoiles;0,8172
Jorge Orta;5;Billy Werber;0,8022
Jorge Polanco;1;Reed Johnson;0,8665
Jorge Polanco;2;Mike Grady;0,8322
Jorge Polanco;3;Victor Martinez;0,8164
Jorge Polanco;4;Heinie Manush;0,8104
Jorge Polanco;5;Jerry Browne;0,8046
Jorge Posada;1;Mike Lieberthal;0,8706
Jorge Posada;2;Pepper Martin;0,8661
Jorge Posada;3;Jack Manning;0,8522
Jorge Posada;4;Roy Howell;0,8273
Jorge Posada;5;Richard Hidalgo;0,8119
Jorge Soler;1;Tony Lazzeri;0,9336
Jorge Soler;2;Tony Fernandez;0,9249
Jorge Soler;3;Max Kepler;0,8997
Jorge Soler;4;Gary Disarcina;0,8887
Jorge Soler;5;Bake McBride;0,8652
Jose Abreu;1;John Barry;0,8831
Jose Abreu;2;Julio Lugo;0,8686
Jose Abreu;3;Jonny Gomes;0,8485
Jose Abreu;4;Russ Snyder;0,845
Jose Abreu;5;Kip Selbach;0,8393
Jose Altuve;1;John Hummel;0,9805
Jose Altuve;2;Jeff King;0,9459
Jose Altuve;3;Newt Allen;0,9214
Jose Altuve;4;Johnny Bates;0,9134
Jose Altuve;5;Kolten Wong;0,9085
Jose Bautista;1;Edgar Martinez;0,8748
Jose Bautista;2;Johnny Bates;0,8486
Jose Bautista;3;Chuck Knoblauch;0,8462
Jose Bautista;4;Michael Brantley;0,8285
Jose Bautista;5;Albert Belle;0,8254
Jose Canseco;1;Chet Laabs;0,8594
Jose Canseco;2;Roy Howell;0,8512
Jose Canseco;3;Rickie Weeks;0,8363
Jose Canseco;4;Lee Stevens;0,8354
Jose Canseco;5;Gavvy Cravath;0,8061
Jose Cardenal;1;Bill Killefer;0,8921
Jose Cardenal;2;Cy Williams;0,829
Jose Cardenal;3;Charles Zimmer;0,7988
Jose Cardenal;4;Pete Runnels;0,7965
Jose Cardenal;5;Buck Weaver;0,7944
Jose Cruz;1;Gus Suhr;0,9046
Jose Cruz;2;Doc Bushong;0,9018
Jose Cruz;3;Rube Oldring;0,8405
Jose Cruz;4;Luis Valbuena;0,8259
Jose Cruz;5;Al Bridwell;0,7995
Jose Guillen;1;Desi Relaford;0,9107
Jose Guillen;2;Woody English;0,9083
Jose Guillen;3;Tris Speaker;0,8771
Jose Guillen;4;Derek Jeter;0,8555
Jose Guillen;5;Ripper Collins;0,8551
Jose Hernandez;1;Turkey Stearnes;0,8481
Jose Hernandez;2;Vance Law;0,8417
Jose Hernandez;3;Carlos Santana;0,8402
Jose Hernandez;4;Chicken Wolf;0,8164
Jose Hernandez;5;Barry Bonnell;0,8157
Jose Iglesias;1;Johnny Grubb;0,7969
Jose Iglesias;2;Lu Blue;0,7491
Jose Iglesias;3;Kendrys Morales;0,7461
Jose Iglesias;4;Brandon Belt;0,7334
Jose Iglesias;5;Monte Irvin;0,7254
Jose Offerman;1;Johnny Bates;0,9121
Jose Offerman;2;Travis Jackson;0,8686
Jose Offerman;3;Bob Nieman;0,8685
Jose Offerman;4;Carlos Guillen;0,851
Jose Offerman;5;Ken Williams;0,838
Jose Pagan;1;Daniel Murphy;0,8817
Jose Pagan;2;Don Buford;0,8754
Jose Pagan;3;Rogers Hornsby;0,8733
Jose Pagan;4;Jack Fournier;0,8718
Jose Pagan;5;Eddie Joost;0,8699
Jose Ramirez;1;Joey Cora;0,8854
Jose Ramirez;2;Otis Nixon;0,8739
Jose Ramirez;3;George Shoch;0,8699
Jose Ramirez;4;Oscar Gamble;0,8557
Jose Ramirez;5;Rusty Staub;0,8527
Jose Reyes;1;Emmett Seery;0,8432
Jose Reyes;2;Donovan Solano;0,8287
Jose Reyes;3;Billy Rogell;0,8242
Jose Reyes;4;Michael Barrett;0,824
Jose Reyes;5;Jerry Priddy;0,7965
Jose Valentin;1;Ricky Gutierrez;0,8621
Jose Valentin;2;Bill Spiers;0,8532
Jose Valentin;3;Doc Johnston;0,8424
Jose Valentin;4;Moises Alou;0,8099
Jose Valentin;5;Mack Jones;0,8022
Jose Vidro;1;Ernie Whitt;0,8805
Jose Vidro;2;Elbie Fletcher;0,8755
Jose Vidro;3;Harold Reynolds;0,8718
Jose Vidro;4;Chet Lemon;0,8687
Jose Vidro;5;Willie Upshaw;0,8668
Jose Vizcaino;1;Michael Bourn;0,9454
Jose Vizcaino;2;Stan Spence;0,8932
Jose Vizcaino;3;Mark Grudzielanek;0,8783
Jose Vizcaino;4;Magglio Ordonez;0,8494
Jose Vizcaino;5;Mark Lemke;0,8372
Josh Bell;1;Bruce Benedict;0,9192
Josh Bell;2;John Peters;0,9049
Josh Bell;3;Pete Fox;0,8985
Josh Bell;4;Tito Francona;0,8934
Josh Bell;5;Enos Cabell;0,8761
Josh Donaldson;1;Javy Lopez;0,9461
Josh Donaldson;2;Ernie Banks;0,9439
Josh Donaldson;3;Orlando Hudson;0,9125
Josh Donaldson;4;Mark Lemke;0,9008
Josh Donaldson;5;Stan Spence;0,8996
Josh Hamilton;1;Chris Young;0,891
Josh Hamilton;2;Jerry Benjamin;0,8908
Josh Hamilton;3;Maicer Izturis;0,8629
Josh Hamilton;4;Dave Collins;0,8574
Josh Hamilton;5;Ruben Sierra;0,8525
Josh Harrison;1;Thomas Burns;0,9022
Josh Harrison;2;Tim Wallach;0,8597
Josh Harrison;3;Bip Roberts;0,8593
Josh Harrison;4;Lance Berkman;0,8563
Josh Harrison;5;Vernon Wells;0,856
Josh Reddick;1;Frank Robinson;0,8584
Josh Reddick;2;Gary Gaetti;0,8321
Josh Reddick;3;Julio Lugo;0,8188
Josh Reddick;4;Phil Rizzuto;0,808
Josh Reddick;5;Charlie Ganzel;0,8041
Josh Willingham;1;Joe Sugden;0,8496
Josh Willingham;2;Yasmani Grandal;0,8445
Josh Willingham;3;Dick Hoblitzell;0,836
Josh Willingham;4;William Robinson;0,82
Josh Willingham;5;Julio Lugo;0,8196
Juan Beniquez;1;George Metkovich;0,8352
Juan Beniquez;2;Steve O'Neill;0,8274
Juan Beniquez;3;Vern Stephens;0,8242
Juan Beniquez;4;Wally Schang;0,8068
Juan Beniquez;5;Bill Buckner;0,8058
Juan Encarnacion;1;Joc Pederson;0,8301
Juan Encarnacion;2;Corey Seager;0,8296
Juan Encarnacion;3;Todd Zeile;0,7974
Juan Encarnacion;4;Elston Howard;0,7919
Juan Encarnacion;5;Sherry Magee;0,7881
Juan Gonzalez;1;Marco Scutaro;0,8683
Juan Gonzalez;2;Aramis Ramirez;0,8218
Juan Gonzalez;3;Vince Coleman;0,8044
Juan Gonzalez;4;Pat Burrell;0,8004
Juan Gonzalez;5;Rafael Devers;0,7802
Juan Pierre;1;Aaron Rowand;0,9182
Juan Pierre;2;Michael Conforto;0,9003
Juan Pierre;3;Bobby Richardson;0,8729
Juan Pierre;4;Jason Kipnis;0,8495
Juan Pierre;5;Julio Cruz;0,8447
Juan Rivera;1;Mark Reynolds;0,9622
Juan Rivera;2;Bill Bergen;0,8994
Juan Rivera;3;Yunel Escobar;0,8853
Juan Rivera;4;Carl Reynolds;0,8825
Juan Rivera;5;Davy Force;0,8806
Juan Samuel;1;Johnny Edwards;0,9401
Juan Samuel;2;Jim Ray Hart;0,9182
Juan Samuel;3;Alex Johnson;0,9103
Juan Samuel;4;Brian Jordan;0,9052
Juan Samuel;5;Sam Chapman;0,8937
Juan Uribe;1;Todd Frazier;0,8266
Juan Uribe;2;Mike Scioscia;0,8035
Juan Uribe;3;Steve Yeager;0,7965
Juan Uribe;4;Jackie Brandt;0,7931
Juan Uribe;5;Trevor Story;0,7884
Judy Johnson;1;Nate McLouth;0,9416
Judy Johnson;2;Felipe Lopez;0,9149
Judy Johnson;3;Sean Casey;0,9053
Judy Johnson;4;Rafael Ramirez;0,8731
Judy Johnson;5;Dickie Thon;0,8563
Julian Javier;1;Luis Polonia;0,825
Julian Javier;2;George Whitted;0,7741
Julian Javier;3;Brett Gardner;0,755
Julian Javier;4;Ed McFarland;0,7423
Julian Javier;5;Carl Furillo;0,7314
Julio Cruz;1;Erick Aybar;0,9135
Julio Cruz;2;Silver Flint;0,89
Julio Cruz;3;Garry Templeton;0,8873
Julio Cruz;4;Earl Sheely;0,862
Julio Cruz;5;Jimmy Slagle;0,8492
Julio Franco;1;Joey Cora;0,917
Julio Franco;2;Sid Farrar;0,8836
Julio Franco;3;George Shoch;0,8698
Julio Franco;4;Oscar Gamble;0,8658
Julio Franco;5;Johnny Bates;0,8561
Julio Lugo;1;Jose Abreu;0,8686
Julio Lugo;2;Troy Tulowitzki;0,8333
Julio Lugo;3;Justin Morneau;0,8208
Julio Lugo;4;Josh Willingham;0,8196
Julio Lugo;5;Josh Reddick;0,8188
Jurickson Profar;1;Tony Phillips;0,8781
Jurickson Profar;2;Vladimir Guerrero;0,8441
Jurickson Profar;3;Ryne Sandberg;0,8376
Jurickson Profar;4;Manny Machado;0,8327
