Jugador_Base;Ranking;Jugador_Comparable;Similitud_Coseno
Jose Lind;5;Jody Davis;1,0
Francisco Lindor;1;Kyle Tucker;0,7646
Francisco Lindor;2;Teoscar Hernandez;0,761
Francisco Lindor;3;Ozzie Albies;0,7591
Francisco Lindor;4;Will Smith;0,7098
Francisco Lindor;5;Matt Olson;0,7092
Freddie Lindstrom;1;Goose Goslin;1,0
Freddie Lindstrom;2;Dave Ferriss;0,9774
Freddie Lindstrom;3;Pinky Higgins;0,9774
Freddie Lindstrom;4;Dick Wakefield;0,9774
Freddie Lindstrom;5;Allie Reynolds;0,9684
Frank Linzy;1;Brian Anderson;1,0
Frank Linzy;2;Mike Henneman;1,0
Frank Linzy;3;Kirk Rueter;1,0
Frank Linzy;4;Dave Rozema;1,0
Frank Linzy;5;Rolando Arrojo;1,0
Francisco Liriano;1;Buster Posey;0,8482
Francisco Liriano;2;Casey McGehee;0,724
Francisco Liriano;3;Carlos Peña;0,7227
Francisco Liriano;4;Matt Harvey;0,6944
Francisco Liriano;5;Dmitri Young;0,6925
Nelson Liriano;1;Kevin Young;1,0
Nelson Liriano;2;Yonder Alonso;1,0
Nelson Liriano;3;Oscar Zamora;1,0
Nelson Liriano;4;Gary Alexander;1,0
Nelson Liriano;5;Mike Young;1,0
Pat Listach;1;Walt Weiss;1,0
Pat Listach;2;Mike Hargrove;1,0
Pat Listach;3;Earl Williams;1,0
Pat Listach;4;Jerome Walton;1,0
Pat Listach;5;Curt Blefary;1,0
Esteban Loaiza;1;Alex Fernandez;0,9805
Esteban Loaiza;2;Michael Brantley;0,9223
Esteban Loaiza;3;Tyler O'Neill;0,896
Esteban Loaiza;4;Rod Beck;0,8141
Esteban Loaiza;5;Chris Young;0,8049
Hans Lobert;1;Babe Adams;1,0
Hans Lobert;2;Jim Bagby;1,0
Hans Lobert;3;Ivey Wingo;1,0
Hans Lobert;4;Red Lucas;1,0
Hans Lobert;5;Dolf Luque;1,0
Paul Lo Duca;1;Felipe Alou;1,0
Paul Lo Duca;2;Matty Alou;1,0
Paul Lo Duca;3;Bobby Avila;1,0
Paul Lo Duca;4;Tony Bernazard;1,0
Paul Lo Duca;5;Smoky Burgess;1,0
Kenny Lofton;1;J. T. Snow;0,9879
Kenny Lofton;2;Mike Cameron;0,9784
Kenny Lofton;3;Steve Finley;0,9738
Kenny Lofton;4;Mike Mussina;0,9449
Kenny Lofton;5;Amos Otis;0,9346
Mickey Lolich;1;Don Larsen;1,0
Mickey Lolich;2;Lew Burdette;1,0
Mickey Lolich;3;Larry Sherry;1,0
Mickey Lolich;4;Rick Dempsey;1,0
Mickey Lolich;5;Johnny Podres;1,0
Sherm Lollar;1;Frank Malzone;1,0
Sherm Lollar;2;Joe Pepitone;1,0
Sherm Lollar;3;Dansby Swanson;0,9685
Sherm Lollar;4;Ray Fosse;0,9685
Sherm Lollar;5;Johnny Edwards;0,9685
Ernie Lombardi;1;Dolph Camilli;0,9952
Ernie Lombardi;2;Frank McCormick;0,9935
Ernie Lombardi;3;Hank Greenberg;0,985
Ernie Lombardi;4;Mort Cooper;0,9357
Ernie Lombardi;5;Carl Hubbell;0,902
Jim Lonborg;1;Mike Flanagan;1,0
Jim Lonborg;2;Bob Welch;0,9681
Jim Lonborg;3;Catfish Hunter;0,9681
Jim Lonborg;4;Jack McDowell;0,9544
Jim Lonborg;5;Steve Stone;0,9505
James Loney;1;Gaby Sanchez;1,0
James Loney;2;Anibal Sanchez;1,0
James Loney;3;Jose Miranda;1,0
James Loney;4;Chris Duncan;1,0
James Loney;5;Ian Stewart;1,0
Evan Longoria;1;Ryan Braun;0,7458
Evan Longoria;2;J. A. Happ;0,6901
Evan Longoria;3;Jose Fernandez;0,6637
Evan Longoria;4;Jason Michaels;0,6471
Evan Longoria;5;Mike Morse;0,6471
Terrence Long;1;Todd Frazier;0,9253
Terrence Long;2;Ryan Mountcastle;0,9253
Terrence Long;3;Colton Cowser;0,9253
Terrence Long;4;Todd Hollandsworth;0,8361
Terrence Long;5;Marty Cordova;0,8321
Davey Lopes;1;Jim Fregosi;0,9487
Davey Lopes;2;Glenn Beckert;0,9394
Davey Lopes;3;Bobby Murcer;0,9299
Davey Lopes;4;Sal Bando;0,9151
Davey Lopes;5;Gene Alley;0,9036
Al Lopez;1;Frank Snyder;1,0
Al Lopez;2;Smoky Joe Wood;1,0
Al Lopez;3;Jack Coombs;1,0
Al Lopez;4;Mike Donlin;1,0
Al Lopez;5;Cy Williams;1,0
Albie Lopez;1;Kevin Young;1,0
Albie Lopez;2;Yonder Alonso;1,0
Albie Lopez;3;Oscar Zamora;1,0
Albie Lopez;4;Gary Alexander;1,0
Albie Lopez;5;Mike Young;1,0
Felipe Lopez;1;Yandy Diaz;1,0
Felipe Lopez;2;Jurickson Profar;0,9333
Felipe Lopez;3;Matt Nokes;0,9333
Felipe Lopez;4;Jazz Chisholm;0,9333
Felipe Lopez;5;Johnny Estrada;0,9333
Javy Lopez;1;Javier Baez;0,8364
Javy Lopez;2;Mike Devereaux;0,8298
Javy Lopez;3;Steve Avery;0,8298
Javy Lopez;4;Chris Taylor;0,8276
Javy Lopez;5;Jeff Suppan;0,8253
Marcelino Lopez;1;Brian Anderson;1,0
Marcelino Lopez;2;Mike Henneman;1,0
Marcelino Lopez;3;Kirk Rueter;1,0
Marcelino Lopez;4;Dave Rozema;1,0
Marcelino Lopez;5;Rolando Arrojo;1,0
Pablo Lopez;1;Wandy Rodriguez;1,0
Pablo Lopez;2;Andy Hawkins;1,0
Pablo Lopez;3;Matt Harrison;1,0
Pablo Lopez;4;Rick Helling;1,0
Pablo Lopez;5;Woody Williams;1,0
Rodrigo Lopez;1;Bill Parsons;0,9088
Rodrigo Lopez;2;Tom Griffin;0,9088
Rodrigo Lopez;3;Rick Ankiel;0,9088
Rodrigo Lopez;4;Reggie Cleveland;0,9088
Rodrigo Lopez;5;Jim Nash;0,9088
Harry Lord;1;Jack Meyers;1,0
Harry Lord;2;Urban Shocker;1,0
Harry Lord;3;Chick Hafey;1,0
Harry Lord;4;Willie Kamm;1,0
Harry Lord;5;Eppa Rixey;1,0
Michael Lorenzen;1;Kevin Young;1,0
Michael Lorenzen;2;Yonder Alonso;1,0
Michael Lorenzen;3;Oscar Zamora;1,0
Michael Lorenzen;4;Gary Alexander;1,0
Michael Lorenzen;5;Mike Young;1,0
Mark Loretta;1;Dee Strange-Gordon;0,9901
Mark Loretta;2;Jim Abbott;0,9877
Mark Loretta;3;Bill Wegman;0,9851
Mark Loretta;4;Jake Diekman;0,9851
Mark Loretta;5;Ron Oester;0,9851
Brandon Lowe;1;Shota Imanaga;0,9933
Brandon Lowe;2;Julio Urias;0,836
Brandon Lowe;3;Bo Bichette;0,8287
Brandon Lowe;4;Junior Caminero;0,8287
Brandon Lowe;5;Hyun Jin Ryu;0,822
Derek Lowe;1;Chuck Finley;0,9813
Derek Lowe;2;Ubaldo Jimenez;0,9795
Derek Lowe;3;J. R. Richard;0,9795
Derek Lowe;4;Jeff Fassero;0,9693
Derek Lowe;5;Kris Medlen;0,9693
Mike Lowell;1;Asdrubal Cabrera;0,9056
Mike Lowell;2;Jim Edmonds;0,8927
Mike Lowell;3;Orlando Cabrera;0,8904
Mike Lowell;4;Elvis Andrus;0,8903
Mike Lowell;5;Andrelton Simmons;0,7876
Nathaniel Lowe;1;Adam LaRoche;0,9315
Nathaniel Lowe;2;Carlos Quentin;0,9026
Nathaniel Lowe;3;John Valentin;0,9026
Nathaniel Lowe;4;Brent Rooker;0,9026
Nathaniel Lowe;5;Josh Willingham;0,9026
John Lowenstein;1;Kevin Young;1,0
John Lowenstein;2;Yonder Alonso;1,0
John Lowenstein;3;Oscar Zamora;1,0
John Lowenstein;4;Gary Alexander;1,0
John Lowenstein;5;Mike Young;1,0
Noah Lowry;1;Tommy Greene;1,0
Noah Lowry;2;Lucas Giolito;1,0
Noah Lowry;3;Mike Moore;1,0
Noah Lowry;4;Bob Stanley;1,0
Noah Lowry;5;Jim Clancy;1,0
Red Lucas;1;Babe Adams;1,0
Red Lucas;2;Jim Bagby;1,0
Red Lucas;3;Ivey Wingo;1,0
Red Lucas;4;Hans Lobert;1,0
Red Lucas;5;Dolf Luque;1,0
Jonathan Lucroy;1;Griffin Jax;1,0
Jonathan Lucroy;2;Jon Gray;1,0
Jonathan Lucroy;3;Ian Kennedy;1,0
Jonathan Lucroy;4;Craig Stammen;1,0
Jonathan Lucroy;5;Nick Swisher;1,0
Ryan Ludwick;1;Josh Bell;0,9485
Ryan Ludwick;2;Hubie Brooks;0,9139
Ryan Ludwick;3;Mike Greenwell;0,9027
Ryan Ludwick;4;Jose Reyes;0,9027
Ryan Ludwick;5;Ben Oglivie;0,873
Julio Lugo;1;Kevin Young;1,0
Julio Lugo;2;Yonder Alonso;1,0
Julio Lugo;3;Oscar Zamora;1,0
Julio Lugo;4;Gary Alexander;1,0
Julio Lugo;5;Mike Young;1,0
Seth Lugo;1;Brad Hand;0,9343
Seth Lugo;2;Andres Munoz;0,9343
Seth Lugo;3;Jonah Heim;0,8702
Seth Lugo;4;Pete Crow-Armstrong;0,8702
Seth Lugo;5;Mike Yastrzemski;0,8587
Dolf Luque;1;Babe Adams;1,0
Dolf Luque;2;Jim Bagby;1,0
Dolf Luque;3;Ivey Wingo;1,0
Dolf Luque;4;Hans Lobert;1,0
Dolf Luque;5;Red Lucas;1,0
Gavin Lux;1;Kevin Young;1,0
Gavin Lux;2;Yonder Alonso;1,0
Gavin Lux;3;Oscar Zamora;1,0
Gavin Lux;4;Gary Alexander;1,0
Gavin Lux;5;Mike Young;1,0
Greg Luzinski;1;Edgar Martinez;0,9041
Greg Luzinski;2;Don Baylor;0,8729
Greg Luzinski;3;Hal McRae;0,7536
Greg Luzinski;4;Harold Baines;0,731
Greg Luzinski;5;Rusty Staub;0,6932
Sparky Lyle;1;Mike Marshall;0,864
Sparky Lyle;2;Ted Abernathy;0,7692
Sparky Lyle;3;Ron Perranoski;0,7692
Sparky Lyle;4;Wayne Granger;0,7692
Sparky Lyle;5;Dick Radatz;0,7692
Fred Lynn;1;Roberto Alomar;0,6542
Fred Lynn;2;Sandy Alomar;0,6459
Fred Lynn;3;Dick Allen;0,6225
Fred Lynn;4;David Justice;0,6075
Fred Lynn;5;Tim Raines;0,6003
Ted Lyons;1;Joe Sewell;1,0
Ted Lyons;2;Lon Warneke;0,9986
Ted Lyons;3;Paul Derringer;0,9986
Ted Lyons;4;Kiki Cuyler;0,9986
Ted Lyons;5;Billy Herman;0,9986
Danny MacFayden;1;Eddie Ainsmith;1,0
Danny MacFayden;2;Billy Jurges;1,0
Danny MacFayden;3;Johnny Schmitz;1,0
Danny MacFayden;4;Bill Sherdel;1,0
Danny MacFayden;5;Jeff Tesreau;1,0
Manny Machado;1;Steven Souza;0,7752
Manny Machado;2;Gabe Kapler;0,7752
Manny Machado;3;Dewayne Wise;0,7667
Manny Machado;4;Ben Revere;0,7542
Manny Machado;5;Melky Cabrera;0,7056
Rob Mackowiak;1;Kevin Young;1,0
Rob Mackowiak;2;Yonder Alonso;1,0
Rob Mackowiak;3;Oscar Zamora;1,0
Rob Mackowiak;4;Gary Alexander;1,0
Rob Mackowiak;5;Mike Young;1,0
Shane Mack;1;Kevin Young;1,0
Shane Mack;2;Yonder Alonso;1,0
Shane Mack;3;Oscar Zamora;1,0
Shane Mack;4;Gary Alexander;1,0
Shane Mack;5;Mike Young;1,0
Garry Maddox;1;Harold Reynolds;0,927
Garry Maddox;2;Jimmy Rollins;0,8886
Garry Maddox;3;Ken Singleton;0,7718
Garry Maddox;4;Phil Niekro;0,7452
Garry Maddox;5;Ron Guidry;0,6808
Greg Maddux;1;Dallas Keuchel;0,8595
Greg Maddux;2;Felix Hernandez;0,8539
Greg Maddux;3;Bartolo Colon;0,8532
Greg Maddux;4;Pat Hentgen;0,8497
Greg Maddux;5;Max Scherzer;0,8306
Bill Madlock;1;Ken Griffey;0,9842
Bill Madlock;2;Carl Crawford;0,9716
Bill Madlock;3;Leon Wagner;0,9645
Bill Madlock;4;Jeff Conine;0,9582
Bill Madlock;5;Terry Steinbach;0,9571
Kenta Maeda;1;Charlie Morton;1,0
Kenta Maeda;2;Bryan Woo;1,0
Kenta Maeda;3;Aaron Nola;1,0
Kenta Maeda;4;Dinelson Lamet;1,0
Kenta Maeda;5;Mike Soroka;1,0
Sherry Magee;1;Jack Meyers;1,0
Sherry Magee;2;Urban Shocker;1,0
Sherry Magee;3;Chick Hafey;1,0
Sherry Magee;4;Willie Kamm;1,0
Sherry Magee;5;Eppa Rixey;1,0
Sal Maglie;1;Felipe Alou;1,0
Sal Maglie;2;Matty Alou;1,0
Sal Maglie;3;Bobby Avila;1,0
Sal Maglie;4;Tony Bernazard;1,0
Sal Maglie;5;Smoky Burgess;1,0
Rick Mahler;1;Kevin Young;1,0
Rick Mahler;2;Yonder Alonso;1,0
Rick Mahler;3;Oscar Zamora;1,0
Rick Mahler;4;Gary Alexander;1,0
Rick Mahler;5;Mike Young;1,0
John Maine;1;Wandy Rodriguez;1,0
John Maine;2;Andy Hawkins;1,0
John Maine;3;Matt Harrison;1,0
John Maine;4;Rick Helling;1,0
John Maine;5;Woody Williams;1,0
Fritz Maisel;1;Eddie Ainsmith;1,0
Fritz Maisel;2;Billy Jurges;1,0
Fritz Maisel;3;Johnny Schmitz;1,0
Fritz Maisel;4;Bill Sherdel;1,0
Fritz Maisel;5;Jeff Tesreau;1,0
Candy Maldonado;1;Jonathan Schoop;1,0
Candy Maldonado;2;Adam Eaton;1,0
Candy Maldonado;3;Dan Driessen;1,0
Candy Maldonado;4;Oddibe McDowell;1,0
Candy Maldonado;5;Len Barker;1,0
Martin Maldonado;1;Ruben Amaro;1,0
Martin Maldonado;2;Masyn Winn;1,0
Martin Maldonado;3;Charlie Neal;1,0
Martin Maldonado;4;Randy Hundley;1,0
Martin Maldonado;5;Javier Sanoja;1,0
Pat Malone;1;Jack Meyers;1,0
Pat Malone;2;Urban Shocker;1,0
Pat Malone;3;Chick Hafey;1,0
Pat Malone;4;Willie Kamm;1,0
Pat Malone;5;Eppa Rixey;1,0
Frank Malzone;1;Sherm Lollar;1,0
Frank Malzone;2;Joe Pepitone;1,0
Frank Malzone;3;Dansby Swanson;0,9685
Frank Malzone;4;Ray Fosse;0,9685
Frank Malzone;5;Johnny Edwards;0,9685
Al Mamaux;1;Babe Adams;1,0
Al Mamaux;2;Jim Bagby;1,0
Al Mamaux;3;Ivey Wingo;1,0
Al Mamaux;4;Red Lucas;1,0
Al Mamaux;5;Dolf Luque;1,0
Sean Manaea;1;Charlie Leibrandt;1,0
Sean Manaea;2;Sid Fernandez;1,0
Sean Manaea;3;Brad Radke;1,0
Sean Manaea;4;Dan Haren;1,0
Sean Manaea;5;Jose Contreras;1,0
Trey Mancini;1;Mike Moustakas;0,9988
Trey Mancini;2;Dmitri Young;0,9988
Trey Mancini;3;Matt Harvey;0,9936
Trey Mancini;4;Aaron Hill;0,9838
Trey Mancini;5;Casey McGehee;0,9717
Rick Manning;1;Sixto Lezcano;1,0
Rick Manning;2;Kyle Seager;1,0
Rick Manning;3;Ty France;1,0
Rick Manning;4;Adam Duvall;1,0
Rick Manning;5;Jose Cruz;0,9498
Alek Manoah;1;Yu Darvish;0,9578
Alek Manoah;2;Austin Riley;0,813
Alek Manoah;3;Walker Buehler;0,7971
Alek Manoah;4;Zac Gallen;0,7587
Alek Manoah;5;Nick Anderson;0,7441
Mickey Mantle;1;Carl Yastrzemski;0,8237
Mickey Mantle;2;Ted Williams;0,7579
Mickey Mantle;3;Frank Robinson;0,7064
Mickey Mantle;4;Roger Maris;0,6826
Mickey Mantle;5;Rogers Hornsby;0,6442
Heinie Manush;1;Rudy York;1,0
Heinie Manush;2;Max Carey;1,0
Heinie Manush;3;Harry Brecheen;1,0
Heinie Manush;4;Snuffy Stirnweiss;1,0
Heinie Manush;5;General Crowder;1,0
Kirt Manwaring;1;Ruben Amaro;1,0
Kirt Manwaring;2;Masyn Winn;1,0
Kirt Manwaring;3;Charlie Neal;1,0
Kirt Manwaring;4;Randy Hundley;1,0
Kirt Manwaring;5;Javier Sanoja;1,0
Rabbit Maranville;1;Nap Rucker;1,0
Rabbit Maranville;2;Vern Stephens;1,0
Rabbit Maranville;3;Home Run Baker;1,0
Rabbit Maranville;4;Heinie Groh;0,9985
Rabbit Maranville;5;Ed Walsh;0,9985
Phil Marchildon;1;Eddie Ainsmith;1,0
Phil Marchildon;2;Billy Jurges;1,0
Phil Marchildon;3;Johnny Schmitz;1,0
Phil Marchildon;4;Bill Sherdel;1,0
Phil Marchildon;5;Jeff Tesreau;1,0
Shaun Marcum;1;Kevin Young;1,0
Shaun Marcum;2;Yonder Alonso;1,0
Shaun Marcum;3;Oscar Zamora;1,0
Shaun Marcum;4;Gary Alexander;1,0
Shaun Marcum;5;Mike Young;1,0
Manuel Margot;1;Jonathan Schoop;1,0
Manuel Margot;2;Adam Eaton;1,0
Manuel Margot;3;Dan Driessen;1,0
Manuel Margot;4;Oddibe McDowell;1,0
Manuel Margot;5;Len Barker;1,0
Juan Marichal;1;Leon Wagner;0,9404
Juan Marichal;2;Ken Griffey;0,9368
Juan Marichal;3;Bill Madlock;0,9074
Juan Marichal;4;Elias Diaz;0,8917
Juan Marichal;5;Terry Steinbach;0,8917
Marty Marion;1;Spud Chandler;0,8819
Marty Marion;2;Carl Hubbell;0,8714
Marty Marion;3;Bobby Doerr;0,853
Marty Marion;4;Joe DiMaggio;0,8269
Marty Marion;5;Tommy Holmes;0,8243
Roger Maris;1;Al Rosen;0,946
Roger Maris;2;Hank Sauer;0,9016
Roger Maris;3;Kevin Mitchell;0,9008
Roger Maris;4;Jackie Jensen;0,8897
Roger Maris;5;Lou Boudreau;0,8808
Nick Markakis;1;Steven Kwan;0,9352
Nick Markakis;2;Kolten Wong;0,9125
Nick Markakis;3;Gerardo Parra;0,9125
Nick Markakis;4;Ke'Bryan Hayes;0,9125
Nick Markakis;5;Luis Robert;0,8771
Carlos Marmol;1;Shane Greene;1,0
Carlos Marmol;2;Kyle Barraclough;1,0
Carlos Marmol;3;Matt Barnes;1,0
Carlos Marmol;4;Jake McGee;1,0
Carlos Marmol;5;B. J. Ryan;1,0
German Marquez;1;Cody Anderson;0,8523
German Marquez;2;Cole Ragans;0,8523
German Marquez;3;Chuck Rainey;0,8523
German Marquez;4;Rick Aguilera;0,8523
German Marquez;5;Rick Helling;0,8523
Jason Marquis;1;Mitch Garver;1,0
Jason Marquis;2;Geraldo Perdomo;1,0
Jason Marquis;3;Anthony Santander;1,0
Jason Marquis;4;Jose Vidro;1,0
Jason Marquis;5;Micah Owings;1,0
Rube Marquard;1;Eddie Ainsmith;1,0
Rube Marquard;2;Billy Jurges;1,0
Rube Marquard;3;Johnny Schmitz;1,0
Rube Marquard;4;Bill Sherdel;1,0
Rube Marquard;5;Jeff Tesreau;1,0
Mike Marshall;1;Ted Abernathy;0,9141
Mike Marshall;2;Dick Radatz;0,9141
Mike Marshall;3;Wayne Granger;0,9141
Mike Marshall;4;Lindy McDaniel;0,9141
Mike Marshall;5;Stu Miller;0,9141
Mike Marshall;1;Jonathan Schoop;1,0
Mike Marshall;2;Adam Eaton;1,0
Mike Marshall;3;Dan Driessen;1,0
Mike Marshall;4;Oddibe McDowell;1,0
Mike Marshall;5;Len Barker;1,0
Willard Marshall;1;Eddie Ainsmith;1,0
Willard Marshall;2;Billy Jurges;1,0
Willard Marshall;3;Johnny Schmitz;1,0
Willard Marshall;4;Bill Sherdel;1,0
Willard Marshall;5;Jeff Tesreau;1,0
Ketel Marte;1;Javier Baez;0,7193
Ketel Marte;2;Manny Trillo;0,703
Ketel Marte;3;Mike Devereaux;0,7006
Ketel Marte;4;Steve Avery;0,7006
Ketel Marte;5;Chris Taylor;0,6908
Starling Marte;1;Willie Davis;0,9684
Starling Marte;2;Ray Fosse;0,9468
Starling Marte;3;Johnny Edwards;0,9468
Starling Marte;4;Dansby Swanson;0,9468
Starling Marte;5;Joe Pepitone;0,9406
Billy Martin;1;Al Weis;1,0
Billy Martin;2;Dusty Rhodes;1,0
Billy Martin;3;Dick Green;1,0
Billy Martin;4;Jerry Coleman;1,0
Billy Martin;5;Billy Hatcher;0,9955
Carmelo Martinez;1;Kevin Young;1,0
Carmelo Martinez;2;Yonder Alonso;1,0
Carmelo Martinez;3;Oscar Zamora;1,0
Carmelo Martinez;4;Gary Alexander;1,0
Carmelo Martinez;5;Mike Young;1,0
Carlos Martinez;1;Jonathan Schoop;1,0
Carlos Martinez;2;Adam Eaton;1,0
Carlos Martinez;3;Dan Driessen;1,0
Carlos Martinez;4;Oddibe McDowell;1,0
Carlos Martinez;5;Len Barker;1,0
Dennis Martinez;1;Ubaldo Jimenez;0,9893
Dennis Martinez;2;J. R. Richard;0,9893
Dennis Martinez;3;Jordan Zimmermann;0,9845
Dennis Martinez;4;Scott Kazmir;0,9845
Dennis Martinez;5;Darryl Kile;0,9845
Edgar Martinez;1;Hal McRae;0,9189
Edgar Martinez;2;Greg Luzinski;0,9041
Edgar Martinez;3;Harold Baines;0,8894
Edgar Martinez;4;Victor Martinez;0,8543
Edgar Martinez;5;Kendrys Morales;0,8543
J. D. Martinez;1;Carlos Delgado;0,7218
J. D. Martinez;2;Carlos Gonzalez;0,7203
J. D. Martinez;3;Andruw Jones;0,6603
J. D. Martinez;4;Aaron Judge;0,6409
J. D. Martinez;5;Ryan Howard;0,6272
Jose Martinez;1;Spencer Arrighetti;1,0
Jose Martinez;2;Collin McHugh;1,0
Jose Martinez;3;Steven Matz;1,0
Jose Martinez;4;David Murphy;1,0
Jose Martinez;5;Brian Matusz;1,0
Nick Martinez;1;Wandy Rodriguez;1,0
Nick Martinez;2;Andy Hawkins;1,0
Nick Martinez;3;Matt Harrison;1,0
Nick Martinez;4;Rick Helling;1,0
Nick Martinez;5;Woody Williams;1,0
Pepper Martin;1;Rip Sewell;1,0
Pepper Martin;2;Tiny Bonham;1,0
Pepper Martin;3;Glenn Wright;1,0
Pepper Martin;4;Ewell Blackwell;1,0
Pepper Martin;5;Schoolboy Rowe;1,0
Pedro Martinez;1;Steve Carlton;0,9072
Pedro Martinez;2;Jack McDowell;0,7849
Pedro Martinez;3;Jim Palmer;0,7841
Pedro Martinez;4;Jim Lonborg;0,7833
Pedro Martinez;5;Mike Flanagan;0,7833
Pedro Martinez;1;Jason Schmidt;0,558
Pedro Martinez;2;Kyle Hendricks;0,5513
Pedro Martinez;3;Blake Snell;0,5389
Pedro Martinez;4;Felix Hernandez;0,524
Pedro Martinez;5;Bartolo Colon;0,5205
Ramon Martinez;1;Don Aase;1,0
Ramon Martinez;2;Scott McGregor;1,0
Ramon Martinez;3;Charlie Lea;1,0
Ramon Martinez;4;Frankie Montas;1,0
Ramon Martinez;5;Kent Mercker;1,0
Russell Martin;1;Jason Varitek;1,0
Russell Martin;2;Shawn Green;0,9266
Russell Martin;3;Jay Bell;0,9266
Russell Martin;4;Carlos Santana;0,9266
Russell Martin;5;Rick Burleson;0,9014
Tippy Martinez;1;Wandy Rodriguez;1,0
Tippy Martinez;2;Andy Hawkins;1,0
Tippy Martinez;3;Matt Harrison;1,0
Tippy Martinez;4;Rick Helling;1,0
Tippy Martinez;5;Woody Williams;1,0
Tino Martinez;1;Joe Crede;0,9355
Tino Martinez;2;Carlos Lee;0,9031
Tino Martinez;3;Reggie Sanders;0,9023
Tino Martinez;4;Andre Ethier;0,8917
Tino Martinez;5;Wally Joyner;0,8787
Victor Martinez;1;Kendrys Morales;0,9813
Victor Martinez;2;Ellis Burks;0,9456
Victor Martinez;3;Aubrey Huff;0,9281
Victor Martinez;4;Chili Davis;0,9219
Victor Martinez;5;Hal McRae;0,8726
Phil Masi;1;Eddie Ainsmith;1,0
Phil Masi;2;Billy Jurges;1,0
Phil Masi;3;Johnny Schmitz;1,0
Phil Masi;4;Bill Sherdel;1,0
Phil Masi;5;Jeff Tesreau;1,0
Justin Masterson;1;Kevin Young;1,0
Justin Masterson;2;Yonder Alonso;1,0
Justin Masterson;3;Oscar Zamora;1,0
Justin Masterson;4;Gary Alexander;1,0
Justin Masterson;5;Mike Young;1,0
Christy Mathewson;1;Pete Alexander;0,9974
Christy Mathewson;2;Hippo Vaughn;0,9786
Christy Mathewson;3;Lefty Gomez;0,9759
Christy Mathewson;4;Walter Johnson;0,9589
Christy Mathewson;5;Cy Young;0,9454
Eddie Mathews;1;Ted Kluszewski;0,9872
Eddie Mathews;2;Glenn Beckert;0,9535
Eddie Mathews;3;Willie Randolph;0,9116
Eddie Mathews;4;Earl Wilson;0,9086
Eddie Mathews;5;Johnny Pesky;0,9086
Mike Matheny;1;Mickey Stanley;1,0
Mike Matheny;2;Cesar Geronimo;1,0
Mike Matheny;3;Charles Johnson;1,0
Mike Matheny;4;Doug Rader;0,9945
Mike Matheny;5;Gary Pettis;0,9945
Jon Matlack;1;Stan Bahnsen;0,7501
Jon Matlack;2;Butch Metzger;0,7501
Jon Matlack;3;Scott Williamson;0,7501
Jon Matlack;4;Carl Morton;0,7501
Jon Matlack;5;John Montefusco;0,7478
Luis Matos;1;Kevin Young;1,0
Luis Matos;2;Yonder Alonso;1,0
Luis Matos;3;Oscar Zamora;1,0
Luis Matos;4;Gary Alexander;1,0
Luis Matos;5;Mike Young;1,0
Luis Matos;1;Kevin Young;1,0
Luis Matos;2;Yonder Alonso;1,0
Luis Matos;3;Oscar Zamora;1,0
Luis Matos;4;Gary Alexander;1,0
Luis Matos;5;Mike Young;1,0
Daisuke Matsuzaka;1;Kevin Young;1,0
Daisuke Matsuzaka;2;Yonder Alonso;1,0
Daisuke Matsuzaka;3;Oscar Zamora;1,0
Daisuke Matsuzaka;4;Gary Alexander;1,0
Daisuke Matsuzaka;5;Mike Young;1,0
Hideki Matsui;1;Ben Zobrist;0,8934
Hideki Matsui;2;Pedro Guerrero;0,8637
Hideki Matsui;3;Jorge Soler;0,8619
Hideki Matsui;4;Steve Pearce;0,8619
Hideki Matsui;5;Jose Rijo;0,8538
Gary Matthews;1;Jeffrey Leonard;0,8866
Gary Matthews;2;Benito Santiago;0,8539
Gary Matthews;3;Bob Horner;0,7067
Gary Matthews;4;Ron Kittle;0,7006
Gary Matthews;5;Eddie Rosario;0,6889
Don Mattingly;1;Hank Aaron;0,8265
Don Mattingly;2;Willie McGee;0,8228
Don Mattingly;3;Dale Murphy;0,8106
Don Mattingly;4;Harmon Killebrew;0,8076
Don Mattingly;5;Mike Schmidt;0,8058
Brian Matusz;1;Spencer Arrighetti;1,0
Brian Matusz;2;Collin McHugh;1,0
Brian Matusz;3;Steven Matz;1,0
Brian Matusz;4;Jose Martinez;1,0
Brian Matusz;5;David Murphy;1,0
Steven Matz;1;Spencer Arrighetti;1,0
Steven Matz;2;Collin McHugh;1,0
Steven Matz;3;Brian Matusz;1,0
Steven Matz;4;Jose Martinez;1,0
Steven Matz;5;David Murphy;1,0
Joe Mauer;1;Miguel Cabrera;0,7394
Joe Mauer;2;Alex Rodriguez;0,6639
Joe Mauer;3;Albert Pujols;0,5801
Joe Mauer;4;David Ortiz;0,4878
Joe Mauer;5;Larry Walker;0,4561
Dal Maxvill;1;Ruben Amaro;1,0
Dal Maxvill;2;Gabriel Moreno;1,0
Dal Maxvill;3;Cesar Izturis;1,0
Dal Maxvill;4;Cesar Hernandez;1,0
Dal Maxvill;5;Charlie Neal;1,0
John Mayberry;1;Brian Roberts;0,9183
John Mayberry;2;Kevin McReynolds;0,9183
John Mayberry;3;Don Gullett;0,8694
John Mayberry;4;Darrell Evans;0,7936
John Mayberry;5;Larry Hisle;0,7789
Cameron Maybin;1;Jonathan Schoop;1,0
Cameron Maybin;2;Adam Eaton;1,0
