Lou Boudreau;5;Omar Vizquel;0,6667
Larry Bowa;1;Dave Concepcion;1,0
Larry Bowa;2;Chris Speier;1,0
Larry Bowa;3;Mark Belanger;1,0
Larry Bowa;4;Tim Foli;1,0
Larry Bowa;5;Rick Burleson;1,0
Bobby Bragan;1;Eddie Joost;1,0
Bobby Bragan;2;Eddie Lake;1,0
Bobby Bragan;3;Skeeter Webb;1,0
Bobby Bragan;4;Lennie Merullo;1,0
Bobby Bragan;5;Sam Bankhead;1,0
Dave Brain;1;Bill Dahlen;1,0
Dave Brain;2;George Davis;1,0
Dave Brain;3;Joe Tinker;1,0
Dave Brain;4;Monte Cross;1,0
Dave Brain;5;Kid Elberfeld;1,0
Al Brancato;1;Tommy Brown;1,0
Al Brancato;2;Frank Croucher;1,0
Al Brancato;3;Bus Clarkson;1,0
Al Brancato;4;T. J. Brown;1,0
Al Brancato;5;Ralph Wyatt;1,0
Jeff Branson;1;Tony Phillips;1,0
Jeff Branson;2;Shawon Dunston;1,0
Jeff Branson;3;Walt Weiss;1,0
Jeff Branson;4;Mariano Duncan;1,0
Jeff Branson;5;Travis Fryman;1,0
Eddie Bressoud;1;Dick Groat;1,0
Eddie Bressoud;2;Leo Cardenas;1,0
Eddie Bressoud;3;Ed Brinkman;1,0
Eddie Bressoud;4;Jim Fregosi;1,0
Eddie Bressoud;5;Maury Wills;1,0
Rocky Bridges;1;Pee Wee Reese;1,0
Rocky Bridges;2;Johnny Logan;1,0
Rocky Bridges;3;Chico Carrasquel;1,0
Rocky Bridges;4;Harvey Kuenn;1,0
Rocky Bridges;5;Joe DeMaestri;1,0
Al Bridwell;1;Bobby Wallace;1,0
Al Bridwell;2;Claude Ritchey;1,0
Al Bridwell;3;Lee Tannehill;1,0
Al Bridwell;4;Charley O'Leary;1,0
Al Bridwell;5;Rabbit Maranville;0,6667
Ed Brinkman;1;Dick Groat;1,0
Ed Brinkman;2;Leo Cardenas;1,0
Ed Brinkman;3;Jim Fregosi;1,0
Ed Brinkman;4;Maury Wills;1,0
Ed Brinkman;5;Dick McAuliffe;1,0
Hubie Brooks;1;Rafael Ramirez;1,0
Hubie Brooks;2;Bill Almon;1,0
Hubie Brooks;3;U. L. Washington;1,0
Hubie Brooks;4;Howard Johnson;1,0
Hubie Brooks;5;Dale Berra;1,0
Bobby Brown;1;Eddie Joost;1,0
Bobby Brown;2;Eddie Lake;1,0
Bobby Brown;3;Skeeter Webb;1,0
Bobby Brown;4;Lennie Merullo;1,0
Bobby Brown;5;Sam Bankhead;1,0
Jimmy Brown;1;Luke Appling;1,0
Jimmy Brown;2;Dick Bartell;1,0
Jimmy Brown;3;Joe Cronin;1,0
Jimmy Brown;4;Arky Vaughan;1,0
Jimmy Brown;5;Frankie Crosetti;1,0
Larry Brown;1;Dick Groat;1,0
Larry Brown;2;Leo Cardenas;1,0
Larry Brown;3;Ed Brinkman;1,0
Larry Brown;4;Jim Fregosi;1,0
Larry Brown;5;Maury Wills;1,0
Scrappy Brown;1;Mark Koenig;1,0
Scrappy Brown;2;Dick Lundy;1,0
Scrappy Brown;3;Bill Riggins;1,0
Scrappy Brown;4;Ike Caveney;1,0
Scrappy Brown;5;Doc Farrell;1,0
T. J. Brown;1;Tommy Brown;1,0
T. J. Brown;2;Frank Croucher;1,0
T. J. Brown;3;Al Brancato;1,0
T. J. Brown;4;Bus Clarkson;1,0
T. J. Brown;5;Ralph Wyatt;1,0
Tommy Brown;1;Frank Croucher;1,0
Tommy Brown;2;Al Brancato;1,0
Tommy Brown;3;Bus Clarkson;1,0
Tommy Brown;4;T. J. Brown;1,0
Tommy Brown;5;Ralph Wyatt;1,0
Vidal Brujan;1;Willy Adames;1,0
Vidal Brujan;2;Bo Bichette;1,0
Vidal Brujan;3;CJ Abrams;1,0
Vidal Brujan;4;Fernando Tatis;1,0
Vidal Brujan;5;Luis Urias;1,0
Mike Brumley;1;Rafael Ramirez;1,0
Mike Brumley;2;Bill Almon;1,0
Mike Brumley;3;Hubie Brooks;1,0
Mike Brumley;4;U. L. Washington;1,0
Mike Brumley;5;Howard Johnson;1,0
Eric Bruntlett;1;Edgar Renteria;1,0
Eric Bruntlett;2;Rafael Furcal;1,0
Eric Bruntlett;3;Jose Valentin;1,0
Eric Bruntlett;4;Julio Lugo;1,0
Eric Bruntlett;5;Carlos Guillen;1,0
Don Buddin;1;Al Dark;1,0
Don Buddin;2;Granny Hamner;1,0
Don Buddin;3;Daryl Spencer;1,0
Don Buddin;4;Roy Smalley;1,0
Don Buddin;5;Billy Klaus;1,0
Rick Burleson;1;Dave Concepcion;1,0
Rick Burleson;2;Larry Bowa;1,0
Rick Burleson;3;Chris Speier;1,0
Rick Burleson;4;Mark Belanger;1,0
Rick Burleson;5;Tim Foli;1,0
Johnny Burnett;1;Jake Stephens;1,0
Johnny Burnett;2;Jim Levey;1,0
Johnny Burnett;3;Hoss Walker;1,0
Johnny Burnett;4;Jake Dunn;1,0
Johnny Burnett;5;Blondy Ryan;1,0
Thomas Burns;1;Jack Glasscock;1,0
Thomas Burns;2;Tom Burns;1,0
Thomas Burns;3;Ed Williamson;1,0
Thomas Burns;4;Arthur Irwin;1,0
Thomas Burns;5;Jack Rowe;1,0
Tom Burns;1;Jack Glasscock;1,0
Tom Burns;2;Ed Williamson;1,0
Tom Burns;3;Arthur Irwin;1,0
Tom Burns;4;Jack Rowe;1,0
Tom Burns;5;Bill Kuehne;1,0
Ed Busch;1;Eddie Joost;1,0
Ed Busch;2;Eddie Lake;1,0
Ed Busch;3;Skeeter Webb;1,0
Ed Busch;4;Lennie Merullo;1,0
Ed Busch;5;Sam Bankhead;1,0
Donie Bush;1;Doc Lavan;1,0
Donie Bush;2;Buck Weaver;1,0
Donie Bush;3;Heinie Wagner;1,0
Donie Bush;4;Larry Kopf;1,0
Donie Bush;5;John Knight;1,0
Luis Bustamante;1;Bill Dahlen;1,0
Luis Bustamante;2;George Davis;1,0
Luis Bustamante;3;Joe Tinker;1,0
Luis Bustamante;4;Monte Cross;1,0
Luis Bustamante;5;Kid Elberfeld;1,0
Art Butler;1;Donie Bush;1,0
Art Butler;2;Doc Lavan;1,0
Art Butler;3;Buck Weaver;1,0
Art Butler;4;Heinie Wagner;1,0
Art Butler;5;Larry Kopf;1,0
Johnny Butler;1;Rabbit Maranville;1,0
Johnny Butler;2;Dave Bancroft;1,0
Johnny Butler;3;Joe Sewell;1,0
Johnny Butler;4;Travis Jackson;1,0
Johnny Butler;5;Wally Gerber;1,0
Tommy Butts;1;Eddie Joost;1,0
Tommy Butts;2;Eddie Lake;1,0
Tommy Butts;3;Skeeter Webb;1,0
Tommy Butts;4;Lennie Merullo;1,0
Tommy Butts;5;Sam Bankhead;1,0
Freddie Bynum;1;Edgar Renteria;1,0
Freddie Bynum;2;Rafael Furcal;1,0
Freddie Bynum;3;Jose Valentin;1,0
Freddie Bynum;4;Julio Lugo;1,0
Freddie Bynum;5;Carlos Guillen;1,0
José Caballero;1;Francisco Lindor;1,0
José Caballero;2;Dansby Swanson;1,0
José Caballero;3;Carlos Correa;1,0
José Caballero;4;Trea Turner;1,0
José Caballero;5;Miguel Rojas;1,0
Asdrubal Cabrera;1;Elvis Andrus;1,0
Asdrubal Cabrera;2;Jose Reyes;1,0
Asdrubal Cabrera;3;Brandon Crawford;1,0
Asdrubal Cabrera;4;Marcus Semien;1,0
Asdrubal Cabrera;5;J. J. Hardy;1,0
Everth Cabrera;1;Starlin Castro;1,0
Everth Cabrera;2;Manny Machado;1,0
Everth Cabrera;3;Eugenio Suarez;1,0
Everth Cabrera;4;Tim Anderson;1,0
Everth Cabrera;5;Ronny Cedeno;1,0
Orlando Cabrera;1;Derek Jeter;1,0
Orlando Cabrera;2;Miguel Tejada;1,0
Orlando Cabrera;3;Jimmy Rollins;1,0
Orlando Cabrera;4;Alex Rodriguez;1,0
Orlando Cabrera;5;Jhonny Peralta;1,0
Bert Campaneris;1;Don Kessinger;1,0
Bert Campaneris;2;Bill Russell;1,0
Bert Campaneris;3;Freddie Patek;1,0
Bert Campaneris;4;Toby Harrah;1,0
Bert Campaneris;5;Bud Harrelson;1,0
Jim Canavan;1;Tommy Corcoran;1,0
Jim Canavan;2;Herman Long;1,0
Jim Canavan;3;Germany Smith;1,0
Jim Canavan;4;Ed McKean;1,0
Jim Canavan;5;Bones Ely;1,0
Leo Cardenas;1;Dick Groat;1,0
Leo Cardenas;2;Ed Brinkman;1,0
Leo Cardenas;3;Jim Fregosi;1,0
Leo Cardenas;4;Maury Wills;1,0
Leo Cardenas;5;Dick McAuliffe;1,0
Tom Carey;1;John Peters;1,0
Tom Carey;2;George Wright;1,0
